lat,lon,time,water_level,flood_level,severity,duration
35.1183333,-80.8066667,0,5.65,2.128861375,2.654000898,7200
34.64605556,-92.0678917,0,233.86,233.6527609,1.000886953,7200
27.87388889,-81.8052778,0,85.02,79.72051297,1.066475827,7200
35.1397222,-80.9111111,0,3.54,1.111183986,3.185791052,7200
34.5822222,-80.4569444,0,5.77,4.405765178,1.309647647,7200
32.33153417,-90.1292532,0,30.47,19.40966887,1.569836158,7200
36.1833333,-86.8652222,0,18.51,17.06005618,1.084990565,7200
34.5512656,-80.5464611,0,10.18,5.234747774,1.944697326,7200
33.20850056,-79.382558,0,7.67,5.288294165,1.450373175,7200
31.34925,-89.306,0,15.9,9.22700742,1.723202256,7200
34.5858333,-80.5805556,0,8.26,4.209272821,1.962334197,7200
42.3686333,-89.0572611,0,6.93,5.713163456,1.212988225,7200
34.2133611,-91.6116111,0,177.57,172.2377177,1.030958854,7200
39.2185833,-96.7100278,0,8.14,7.738303136,1.0519102,7200
42.74844444,-98.058,0,32.81,30.7823086,1.065871973,7200
32.39777778,-90.065,0,296.99,296.8278942,1.000546127,7200
34.25159444,-91.6357028,0,179.82,178.8747416,1.005284471,7200
28.38917437,-81.52535068,0,90.14,89.98896533,1.001678369,7200
33.83388889,-80.1315833,0,16.27,15.30433993,1.063097139,7200
28.30806625,-81.5245174,0,67.7,67.27430621,1.006327732,7200
33.1840565,-79.4058929,0,11.32,9.090364597,1.245274585,7200
32.39777778,-90.0647222,0,270.44,256.3111175,1.055123955,7200
30.63935956,-88.3930674,0,11.21,7.84,1.429846939,7200
32.38805556,-89.9552778,0,298.79,296.6295391,1.007283364,7200
33.4501652,-80.1636949,0,27.47,28.01304956,0.980614408,7200
28.3708417,-81.5289619,0,84.57,84.54937931,1.000243889,7200
30.47466944,-87.8026444,0,2.28,1.337104677,1.705176894,7200
34.3594833,-91.6797722,0,183.66,179.5713029,1.022769212,7200
33.60052778,-90.7500833,0,14.78,9.198857895,1.6067212,7200
33.0285,-79.8541111,0,8.94,7.598509895,1.176546471,7200
