name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_meas_types,planner,reobserve_reward,reward,reward_increment,time_horizon,events,replan_obs_count,replan_het_obs_count,init_event_obs_count,init_events_seen,init_event_reward,init_planner_reward,init_perc_cov,init_max_rev,init_avg_rev,init_all_perc_cov,init_all_max_rev,init_all_avg_rev,replan_event_obs_count,replan_events_seen,replan_event_reward,replan_planner_reward,replan_perc_cov,replan_max_rev,replan_avg_rev,replan_all_perc_cov,replan_all_max_rev,replan_all_avg_rev,replan_het_event_obs_count,replan_het_events_seen,replan_het_event_reward,replan_het_planner_reward,replan_het_perc_cov,replan_het_max_rev,replan_het_avg_rev,replan_het_all_perc_cov,replan_het_all_max_rev,replan_het_all_avg_rev,vis_event_obs_count,vis_events_seen,vis_event_reward,vis_planner_reward,vis_perc_cov,vis_max_rev,vis_avg_rev,vis_all_perc_cov,vis_all_max_rev,vis_all_avg_rev,time
oa_het_new_16,60,10,2,5,43200,2.777777777777778e-05,1,8,2,dp,2,10,0.1,1000,1501,25915,25867,1386,1393,1386.0,231520,0.9233844103930713,42766.479999999996,4285.930645459662,1.0,86400.0,3607.1085072541996,1365,1394,1365.0,224730,0.9093937375083277,43020.0,4543.133658421879,1.0,86400.0,3957.740724482535,1366,1395,1366.0,216290,0.9100599600266489,43020.0,4588.11347831228,1.0,86400.0,3952.3478721363167,1387,1393,1387.0,286940,0.9240506329113924,42780.0,4120.91447739095,1.0,86400.0,3736.524354342564,299.474734544754
oa_het_new_17,30,5,2,1,86400,2.777777777777778e-05,5,1,3,dp,2,10,0.1,1000,7732,37841,37114,4195,6768,4195.0,481360,0.5425504397309882,75098.57,11088.959068937133,1.0,86400.0,11184.149593186432,4349,6779,4349.0,502580,0.5624676668391102,75098.57,10962.78836936936,1.0,86400.0,10748.9603767635,4519,6865,4519.0,474570,0.58445421624418,75061.12999999999,11451.77625499383,1.0,86400.0,10264.736771308611,5428,7073,5428.0,829360,0.7020175892395241,76750.0,9912.515819559721,1.0,32590.0,6631.781917161343,2106.9442608356476
oa_het_new_18,10,20,2,0.1,21600,2.777777777777778e-05,10,4,2,dp,2,10,0.1,1000,15562,65908,64145,4418,9472,4418.0,362220,0.28389667137900015,21557.800000000003,4866.820258899086,1.0,86400.0,21579.03849001248,4444,9293,4444.0,347120,0.28556740778820205,21552.6,4903.985779027998,1.0,86400.0,21824.14246368529,4448,9373,4448.0,333610,0.2858244441588485,21552.6,4948.8626507023055,1.0,86400.0,21716.815329509685,4671,9623,4671.0,257240,0.3001542218223879,21580.0,5516.545321237133,1.0,86400.0,21079.39538574444,4232.015508174896
oa_het_new_19,5,1,2,0.01,3600,2.777777777777778e-05,2,16,4,dp,2,10,0.1,1000,3149,2646,2646,7,197,7.0,2830,0.0022229279136233727,1097.0,393.46938775510205,1.0,86400.0,52988.69834681513,7,204,7.0,3240,0.0022229279136233727,984.0,362.2820037105751,1.0,86400.0,52072.17696243088,7,205,7.0,3140,0.0022229279136233727,984.0,373.6791779648923,1.0,86400.0,52020.62870774691,4,228,4.0,3600,0.0012702445220704986,630.0,248.57142857142858,1.0,86400.0,49683.2085463904,62.591846227645874
oa_het_new_20,30,20,2,5,3600,2.777777777777778e-06,1,1,2,dp,2,10,0.1,1000,144,13392,13391,25,41,25.0,1050,0.1736111111111111,3566.358,966.5714285714286,1.0,43104.25600000001,6715.2290171534,25,41,25.0,1070,0.1736111111111111,3565.4600000000064,961.8337662337663,1.0,43110.0,6952.350768095049,25,41,25.0,1040,0.1736111111111111,3565.4600000000064,968.5714285714286,1.0,43110.0,6952.27520561052,25,41,25.0,1030,0.1736111111111111,3560.0,966.1714285714286,1.0,43110.0,6665.238532116919,97.2618134021759
oa_het_new_21,60,1,2,1,21600,2.777777777777778e-06,5,8,4,dp,2,10,0.1,1000,740,61121,61443,169,655,169.0,37800,0.22837837837837838,18767.589999999997,2321.392929802048,1.0,86400.0,6179.95133175115,232,649,232.0,61370,0.31351351351351353,18518.98999999999,1880.1039978422236,1.0,86400.0,6290.126240534318,235,650,235.0,50970,0.31756756756756754,20109.399999999994,2148.3855435895844,1.0,86400.0,6264.034274865953,284,677,284.0,90920,0.3837837837837838,20110.0,1763.914331549736,1.0,86400.0,3549.1512329584216,2840.245660305023
oa_het_new_22,5,10,2,0.1,86400,2.777777777777778e-06,10,16,2,dp,2,10,0.1,1000,1538,26618,26548,301,663,301.0,31480,0.19570871261378414,85918.79999999999,21737.489893524336,1.0,86400.0,48832.16798330693,310,666,310.0,31490,0.20156046814044212,85878.6,21570.357066542732,1.0,86400.0,48783.18220947665,310,664,310.0,30410,0.20156046814044212,85878.6,21800.26728960543,1.0,86400.0,48765.677476176286,289,654,289.0,17490,0.18790637191157347,85920.0,22838.11729893897,1.0,86400.0,49259.589097875796,1105.4529564380646
oa_het_new_23,10,5,2,0.01,43200,2.777777777777778e-06,2,4,3,dp,2,10,0.1,1000,287,4732,4736,25,170,25.0,4150,0.08710801393728224,29129.0,6482.905414585415,1.0,86400.0,31922.207260438918,40,177,40.0,6530,0.13937282229965156,29327.0,6038.4875124875125,1.0,86400.0,28925.727193322447,43,177,43.0,5640,0.14982578397212543,29327.0,6655.7093579615,1.0,86400.0,28711.715803153973,55,205,55.0,9870,0.1916376306620209,29050.0,5657.3935223221915,1.0,86400.0,20601.926034600117,81.12888836860657
oa_het_new_24,10,10,2,5,21600,2.7777777777777776e-07,2,1,4,dp,2,10,0.1,1000,31,9079,9079,1,17,1.0,380,0.03225806451612903,12799.178,2160.0,1.0,86400.0,21282.08304962548,1,17,1.0,370,0.03225806451612903,12798.624000000002,2160.0,1.0,86400.0,21356.92055485117,1,17,1.0,370,0.03225806451612903,12798.624000000002,2160.0,1.0,86400.0,21356.92055485117,1,17,1.0,370,0.03225806451612903,12800.0,2160.0,1.0,86400.0,21241.339874710065,118.70703983306885
oa_het_new_25,5,5,2,1,3600,2.7777777777777776e-07,10,8,2,dp,2,10,0.1,1000,150,18329,18341,1,11,1.0,190,0.006666666666666667,789.7000000000044,400.0,1.0,86400.0,49160.58967705005,1,11,1.0,210,0.006666666666666667,479.0699999999997,327.27272727272725,1.0,86400.0,49261.82998409258,1,11,1.0,190,0.006666666666666667,865.1399999999994,400.0,1.0,86400.0,49261.83118300438,1,11,1.0,220,0.006666666666666667,480.0,300.0,1.0,86400.0,49208.375658271805,1033.343941450119
