lat [deg],lon [deg],start time [s],duration [s],severity,meas_types_needed
-1.22625,16.86987,5514.893617021276,5514.893617021276,1,|[0, 1, 2]|
-1.22625,16.86987,14706.382978723404,5514.893617021278,1,|[0, 1, 2]|
-1.22625,16.86987,22059.574468085106,3676.5957446808534,1,|[0, 1, 2]|
-1.71694,16.61336,22059.574468085106,5514.893617021276,1,|[0, 1, 2]|
-1.71694,16.61336,29412.76595744681,3676.5957446808497,1,|[0, 1, 2]|
-2.02892,16.34733,25736.17021276596,12868.085106382976,1,|[0, 1, 2]|
-0.89135,18.08552,80885.10638297873,1838.297872340423,1,|[0, 1, 2]|
-0.61016,109.33894,44119.14893617021,1838.2978723404303,1,|[0, 1, 2]|
-2.73823,121.52669,34927.65957446809,7353.1914893616995,1,|[0, 1, 2]|
-4.05936,-63.12207,14706.382978723404,7353.191489361701,1,|[0, 1, 2]|
-4.12891,-49.7265,0.0,1838.2978723404256,1,|[0, 1, 2]|
-4.29285,-49.46069,0.0,3676.595744680851,1,|[0, 1, 2]|
-4.29285,-49.46069,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
-4.5059,-49.49593,3676.595744680851,1838.2978723404253,1,|[0, 1, 2]|
-4.5059,-49.49593,9191.489361702128,1838.2978723404249,1,|[0, 1, 2]|
-4.2293,-49.72296,0.0,3676.595744680851,1,|[0, 1, 2]|
-4.2293,-49.72296,5514.893617021276,1838.2978723404258,1,|[0, 1, 2]|
-4.25239,-49.73711,0.0,7353.191489361702,1,|[0, 1, 2]|
-4.26134,-49.7375,0.0,7353.191489361702,1,|[0, 1, 2]|
-4.4443,-49.48701,1838.2978723404256,3676.5957446808507,1,|[0, 1, 2]|
-4.4443,-49.48701,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
-4.142,-49.60501,0.0,1838.2978723404256,1,|[0, 1, 2]|
-4.142,-49.60501,3676.595744680851,1838.2978723404253,1,|[0, 1, 2]|
-4.142,-49.60501,12868.08510638298,3676.5957446808497,1,|[0, 1, 2]|
-4.39333,-49.50562,1838.2978723404256,3676.5957446808507,1,|[0, 1, 2]|
-4.39333,-49.50562,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
-4.26703,-49.5729,0.0,5514.893617021276,1,|[0, 1, 2]|
-4.26703,-49.5729,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
-4.00013,-49.61998,12868.08510638298,1838.2978723404249,1,|[0, 1, 2]|
-4.32308,-49.51684,0.0,3676.595744680851,1,|[0, 1, 2]|
-4.32308,-49.51684,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
-4.12925,-49.60463,0.0,1838.2978723404256,1,|[0, 1, 2]|
-4.12925,-49.60463,3676.595744680851,1838.2978723404253,1,|[0, 1, 2]|
-4.12925,-49.60463,12868.08510638298,3676.5957446808497,1,|[0, 1, 2]|
-4.06933,-49.62743,0.0,1838.2978723404256,1,|[0, 1, 2]|
-4.06933,-49.62743,3676.595744680851,1838.2978723404253,1,|[0, 1, 2]|
-4.06933,-49.62743,12868.08510638298,3676.5957446808497,1,|[0, 1, 2]|
-7.35996,138.67224,25736.17021276596,3676.5957446808497,1,|[0, 1, 2]|
-10.36509,-48.4017,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-9.42871,-41.12671,47795.744680851065,1838.297872340423,1,|[0, 1, 2]|
-9.42871,-41.12671,51472.34042553192,5514.893617021276,1,|[0, 1, 2]|
-9.38894,-40.97068,16544.68085106383,3676.5957446808534,1,|[0, 1, 2]|
-9.38894,-40.97068,49634.04255319149,1838.2978723404303,1,|[0, 1, 2]|
-9.38894,-40.97068,53310.63829787234,3676.5957446808534,1,|[0, 1, 2]|
-9.37632,-40.9231,16544.68085106383,3676.5957446808534,1,|[0, 1, 2]|
-9.37632,-40.9231,49634.04255319149,1838.2978723404303,1,|[0, 1, 2]|
-9.37632,-40.9231,53310.63829787234,3676.5957446808534,1,|[0, 1, 2]|
-15.7591,25.96615,12868.08510638298,5514.893617021276,1,|[0, 1, 2]|
-15.7591,25.96615,47795.744680851065,1838.297872340423,1,|[0, 1, 2]|
-15.7591,25.96615,68017.02127659574,1838.2978723404376,1,|[0, 1, 2]|
-15.04406,129.21347,31251.063829787236,1838.297872340423,1,|[0, 1, 2]|
-23.28443,-49.63942,66178.72340425532,1838.297872340423,1,|[0, 1, 2]|
-25.20863,-54.448,73531.91489361702,1838.297872340423,1,|[0, 1, 2]|
-25.3558,-54.52805,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-25.3244,-54.50456,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-25.29384,-54.49044,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-25.20864,-54.44829,73531.91489361702,1838.297872340423,1,|[0, 1, 2]|
-25.16609,-54.43014,73531.91489361702,1838.297872340423,1,|[0, 1, 2]|
-25.34285,-54.5225,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-25.20755,-54.44787,73531.91489361702,1838.297872340423,1,|[0, 1, 2]|
2.10275,100.77552,0.0,1838.2978723404256,1,|[0, 1, 2]|
22.54244,77.99987,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
21.31451,85.00183,9191.489361702128,1838.2978723404249,1,|[0, 1, 2]|
29.93965,-93.81154,56987.234042553195,1838.297872340423,1,|[0, 1, 2]|
29.93965,-93.81154,80885.10638297873,1838.297872340423,1,|[0, 1, 2]|
29.56691,-94.47916,79046.8085106383,1838.2978723404376,1,|[0, 1, 2]|
-3.96659,-62.90073,12868.08510638298,9191.489361702126,1,|[0, 1, 2]|
-1.90141,-55.62027,0.0,11029.787234042553,1,|[0, 1, 2]|
-1.90141,-55.62027,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
-2.16292,-54.96583,18382.978723404256,1838.2978723404267,1,|[0, 1, 2]|
-0.72686,-50.81077,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
-0.72686,-50.81077,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
-0.38542,-50.93332,69855.31914893618,3676.595744680846,1,|[0, 1, 2]|
-0.38542,-50.93332,77208.51063829787,1838.297872340423,1,|[0, 1, 2]|
-0.24163,17.99991,71693.6170212766,11029.787234042553,1,|[0, 1, 2]|
-0.48454,17.77721,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
-0.03181,18.15656,68017.02127659574,11029.787234042553,1,|[0, 1, 2]|
-0.03181,18.15656,80885.10638297873,1838.297872340423,1,|[0, 1, 2]|
-0.63864,109.30767,44119.14893617021,1838.2978723404303,1,|[0, 1, 2]|
-3.43893,133.53072,31251.063829787236,1838.297872340423,1,|[0, 1, 2]|
-4.6137,-49.40987,9191.489361702128,1838.2978723404249,1,|[0, 1, 2]|
-4.6137,-49.40987,25736.17021276596,1838.297872340423,1,|[0, 1, 2]|
-6.00207,12.76046,64340.425531914894,1838.297872340423,1,|[0, 1, 2]|
-15.87526,46.38148,79046.8085106383,3676.5957446808607,1,|[0, 1, 2]|
-18.22509,-45.2672,82723.40425531915,1838.297872340423,1,|[0, 1, 2]|
-21.45175,-49.49906,73531.91489361702,1838.297872340423,1,|[0, 1, 2]|
-25.25956,-55.22564,64340.425531914894,1838.297872340423,1,|[0, 1, 2]|
6.5138,-6.97638,36765.95744680851,1838.297872340423,1,|[0, 1, 2]|
6.5138,-6.97638,66178.72340425532,1838.297872340423,1,|[0, 1, 2]|
6.5138,-6.97638,79046.8085106383,1838.2978723404376,1,|[0, 1, 2]|
6.45773,-6.99409,36765.95744680851,1838.297872340423,1,|[0, 1, 2]|
6.45773,-6.99409,66178.72340425532,1838.297872340423,1,|[0, 1, 2]|
6.45773,-6.99409,79046.8085106383,1838.2978723404376,1,|[0, 1, 2]|
15.95389,94.80854,53310.63829787234,1838.297872340423,1,|[0, 1, 2]|
21.97346,89.52512,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
23.42869,90.3332,79046.8085106383,1838.2978723404376,1,|[0, 1, 2]|
23.24088,90.62737,82723.40425531915,1838.297872340423,1,|[0, 1, 2]|
21.9695,90.32735,55148.936170212764,1838.2978723404303,1,|[0, 1, 2]|
22.8256,92.24904,64340.425531914894,3676.595744680846,1,|[0, 1, 2]|
22.8256,92.24904,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
26.87062,93.93063,25736.17021276596,9191.48936170213,1,|[0, 1, 2]|
29.14918,-95.11547,53310.63829787234,3676.5957446808534,1,|[0, 1, 2]|
29.14918,-95.11547,60663.82978723404,1838.2978723404303,1,|[0, 1, 2]|
42.98709,-112.56177,25736.17021276596,1838.297872340423,1,|[0, 1, 2]|
42.98709,-112.56177,29412.76595744681,1838.2978723404267,1,|[0, 1, 2]|
45.8827,-69.73812,11029.787234042553,1838.2978723404267,1,|[0, 1, 2]|
49.134,-57.2168,22059.574468085106,1838.2978723404267,1,|[0, 1, 2]|
53.53168,-60.11527,27574.468085106382,1838.2978723404267,1,|[0, 1, 2]|
-3.78013,-62.29771,9191.489361702128,16544.68085106383,1,|[0, 1, 2]|
-3.83683,-62.46572,7353.191489361702,18382.978723404256,1,|[0, 1, 2]|
-1.79201,-50.68109,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
-1.79201,-50.68109,75370.21276595745,7353.191489361707,1,|[0, 1, 2]|
-0.81122,-51.67518,0.0,3676.595744680851,1,|[0, 1, 2]|
-0.81122,-51.67518,79046.8085106383,5514.893617021284,1,|[0, 1, 2]|
-0.74803,-50.8109,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
-0.74803,-50.8109,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
-1.88025,-50.87448,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
-1.88025,-50.87448,79046.8085106383,5514.893617021284,1,|[0, 1, 2]|
-0.5537,17.72998,79046.8085106383,5514.893617021284,1,|[0, 1, 2]|
-0.60081,109.3667,44119.14893617021,1838.2978723404303,1,|[0, 1, 2]|
-4.12749,-63.01775,14706.382978723404,7353.191489361701,1,|[0, 1, 2]|
-4.63242,-49.41212,9191.489361702128,1838.2978723404249,1,|[0, 1, 2]|
-4.63242,-49.41212,25736.17021276596,1838.297872340423,1,|[0, 1, 2]|
-5.50311,-38.46257,33089.36170212766,3676.5957446808534,1,|[0, 1, 2]|
-5.50325,-38.4623,33089.36170212766,3676.5957446808534,1,|[0, 1, 2]|
-9.39448,-41.09223,47795.744680851065,1838.297872340423,1,|[0, 1, 2]|
-9.39448,-41.09223,51472.34042553192,5514.893617021276,1,|[0, 1, 2]|
-18.45007,-47.84892,71693.6170212766,1838.297872340423,1,|[0, 1, 2]|
-18.45007,-47.84892,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
-18.42243,-47.7673,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
0.50781,18.32583,62502.12765957447,11029.787234042553,1,|[0, 1, 2]|
1.52008,110.94453,45957.44680851064,14706.382978723399,1,|[0, 1, 2]|
5.21055,-5.30442,80885.10638297873,3676.595744680846,1,|[0, 1, 2]|
15.99993,94.58184,47795.744680851065,7353.1914893616995,1,|[0, 1, 2]|
22.93965,80.01815,0.0,1838.2978723404256,1,|[0, 1, 2]|
22.93965,80.01815,16544.68085106383,1838.2978723404267,1,|[0, 1, 2]|
22.93965,80.01815,42280.85106382979,1838.297872340423,1,|[0, 1, 2]|
22.93965,80.01815,47795.744680851065,1838.297872340423,1,|[0, 1, 2]|
22.93965,80.01815,51472.34042553192,3676.595744680846,1,|[0, 1, 2]|
22.93965,80.01815,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
22.74336,92.279,64340.425531914894,3676.595744680846,1,|[0, 1, 2]|
22.74336,92.279,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
24.12557,81.17547,0.0,3676.595744680851,1,|[0, 1, 2]|
24.12557,81.17547,14706.382978723404,1838.2978723404249,1,|[0, 1, 2]|
24.12557,81.17547,27574.468085106382,9191.48936170213,1,|[0, 1, 2]|
24.12557,81.17547,42280.85106382979,3676.5957446808534,1,|[0, 1, 2]|
24.12557,81.17547,51472.34042553192,11029.787234042553,1,|[0, 1, 2]|
24.12557,81.17547,71693.6170212766,3676.595744680846,1,|[0, 1, 2]|
24.18646,82.99394,29412.76595744681,12868.08510638298,1,|[0, 1, 2]|
24.18646,82.99394,53310.63829787234,1838.297872340423,1,|[0, 1, 2]|
24.18646,82.99394,60663.82978723404,3676.5957446808534,1,|[0, 1, 2]|
26.91094,94.3255,29412.76595744681,12868.08510638298,1,|[0, 1, 2]|
26.58822,92.52679,60663.82978723404,1838.2978723404303,1,|[0, 1, 2]|
26.58822,92.52679,64340.425531914894,18382.97872340426,1,|[0, 1, 2]|
45.7191,-69.56731,11029.787234042553,1838.2978723404267,1,|[0, 1, 2]|
54.09222,-57.79521,38604.255319148935,1838.2978723404303,1,|[0, 1, 2]|
58.24653,31.59318,69855.31914893618,1838.297872340423,1,|[0, 1, 2]|
-3.66497,-73.17845,11029.787234042553,3676.5957446808516,1,|[0, 1, 2]|
-3.45895,-72.74712,1838.2978723404256,3676.5957446808507,1,|[0, 1, 2]|
-3.45895,-72.74712,77208.51063829787,7353.191489361707,1,|[0, 1, 2]|
-3.59251,-61.37719,0.0,5514.893617021276,1,|[0, 1, 2]|
-3.21573,-62.8171,0.0,9191.489361702128,1,|[0, 1, 2]|
-3.36798,-57.75918,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
-3.48717,-57.69351,77208.51063829787,7353.191489361707,1,|[0, 1, 2]|
-2.38954,-54.70854,16544.68085106383,5514.893617021276,1,|[0, 1, 2]|
-1.3657,-51.62528,25736.17021276596,1838.297872340423,1,|[0, 1, 2]|
-1.3657,-51.62528,82723.40425531915,1838.297872340423,1,|[0, 1, 2]|
-1.46998,-48.52061,66178.72340425532,1838.297872340423,1,|[0, 1, 2]|
-5.31487,-56.99639,45957.44680851064,5514.893617021276,1,|[0, 1, 2]|
-5.31487,-56.99639,58825.53191489362,9191.489361702123,1,|[0, 1, 2]|
-6.26026,-38.97903,0.0,20221.276595744683,1,|[0, 1, 2]|
-6.26026,-38.97903,31251.063829787236,7353.1914893616995,1,|[0, 1, 2]|
-7.51996,144.5274,40442.553191489365,1838.297872340423,1,|[0, 1, 2]|
-23.40901,-49.57268,66178.72340425532,1838.297872340423,1,|[0, 1, 2]|
-20.67065,-45.83085,53310.63829787234,14706.382978723399,1,|[0, 1, 2]|
-20.67065,-45.83085,75370.21276595745,1838.297872340423,1,|[0, 1, 2]|
0.09624,18.23262,69855.31914893618,9191.489361702115,1,|[0, 1, 2]|
6.27629,-7.14537,62502.12765957447,5514.893617021269,1,|[0, 1, 2]|
5.19019,-5.27351,80885.10638297873,3676.595744680846,1,|[0, 1, 2]|
15.94975,94.80163,53310.63829787234,1838.297872340423,1,|[0, 1, 2]|
15.97018,94.82143,53310.63829787234,1838.297872340423,1,|[0, 1, 2]|
22.75232,92.28392,64340.425531914894,1838.297872340423,1,|[0, 1, 2]|
22.75232,92.28392,73531.91489361702,11029.787234042553,1,|[0, 1, 2]|
23.57715,90.05216,82723.40425531915,1838.297872340423,1,|[0, 1, 2]|
23.32634,90.61911,82723.40425531915,1838.297872340423,1,|[0, 1, 2]|
24.96372,88.4058,45957.44680851064,18382.978723404252,1,|[0, 1, 2]|
27.01275,94.43735,29412.76595744681,11029.787234042557,1,|[0, 1, 2]|
26.58808,92.52649,60663.82978723404,1838.2978723404303,1,|[0, 1, 2]|
