name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_event_types,planner,reobserve_reward,reward,events,init_obs_count,replan_obs_count,vis_count,init_event_obs_count,init_events_seen,init_event_reward,init_planner_reward,init_perc_cov,init_max_rev,init_avg_rev,init_all_perc_cov,init_all_max_rev,init_all_avg_rev,replan_event_obs_count,replan_events_seen,replan_event_reward,replan_planner_reward,replan_perc_cov,replan_max_rev,replan_avg_rev,replan_all_perc_cov,replan_all_max_rev,replan_all_avg_rev,vis_event_obs_count,vis_events_seen,vis_event_reward,vis_planner_reward,vis_perc_cov,vis_max_rev,vis_avg_rev,vis_all_perc_cov,vis_all_max_rev,vis_all_avg_rev,time
oa_het_21,10,10,2,0.1,3600,2.777777777777778e-08,10,4,3,dp,2,10,14,35820,33194,50487,0,1,0,20,0.0,86400,86400,1.0,86400.0,26798.978470572685,0,1,0,20,0.0,86400,86400,1.0,86400.0,28161.7508478584,0,2,0,30,0.0,86400,86400,1.0,86400.0,21073.50732863989,1570.0534160137177
oa_het_22,30,5,2,1,43200,2.777777777777778e-06,10,1,2,dp,2,10,1593,30015,27962,62543,557,1082,557.0,26490,0.34965473948524795,42810.42999999999,10951.177902254047,1.0,86400.0,25453.783492900882,648,1064,648.0,35340,0.4067796610169492,43059.58,10126.321965894162,1.0,86400.0,26623.8773094952,980,1337,980.0,53990,0.6151914626490897,43030.0,10339.267324369834,1.0,64290.0,13539.839864547625,1542.5643067359924
oa_het_23,10,1,2,0.1,3600,2.7777777777777776e-07,1,8,4,dp,2,10,17,7503,7430,8476,0,3,0,70,0.0,86400,86400,1.0,86400.0,12093.374629430746,0,3,0,80,0.0,86400,86400,1.0,86400.0,12241.784954554108,0,3,0,80,0.0,86400,86400,1.0,86400.0,11905.41813441965,390.6434199810028
oa_het_24,60,10,2,5,3600,2.777777777777778e-06,10,4,4,dp,2,10,1543,277945,252928,625004,6,779,6.0,26650,0.0038885288399222295,1688.9860000000008,293.41100076394196,1.0,86400.0,3413.0874404685123,60,793,60.0,42730,0.03888528839922229,2310.4540000000125,219.82890812963373,1.0,86400.0,3126.9941881723685,78,886,78.0,62740,0.050550874918988985,2370.0,153.64358928562964,1.0,86400.0,1826.446876290279,17244.039717674255
oa_het_25,60,5,2,5,3600,2.7777777777777776e-07,10,1,2,dp,2,10,158,50643,46150,142211,13,32,13.0,560,0.08227848101265822,3425.1199999999953,1056.923076923077,1.0,86400.0,18052.833584407286,21,36,21.0,810,0.13291139240506328,3412.1919999999955,955.9183673469388,1.0,86400.0,15645.735505338112,53,59,53.0,1790,0.33544303797468356,3410.0,924.688679245283,1.0,22390.0,6584.166965029902,3208.6233830451965
oa_het_26,10,10,2,0.01,3600,2.777777777777778e-06,5,1,2,dp,2,10,734,4116,4339,9901,3,31,3.0,350,0.004087193460490463,3429.0,1100.0,1.0,86400.0,54214.27591092379,5,26,5.0,330,0.006811989100817439,3410.0,1104.0,1.0,86400.0,54775.32055369014,25,67,25.0,960,0.0340599455040872,3410.0,1152.0,1.0,86400.0,34071.98371155873,160.35580396652222
oa_het_27,30,1,2,0.1,43200,2.777777777777778e-06,5,1,4,dp,2,10,775,41225,36434,123820,197,690,197.0,38730,0.2541935483870968,32368.199999999997,4782.767865312452,1.0,86400.0,10324.013365495126,386,684,386.0,68120,0.49806451612903224,32266.600000000002,4294.137584226108,1.0,86400.0,10625.710603680282,567,737,567.0,112100,0.7316129032258064,36100.0,3979.9981013870006,1.0,21790.0,3835.772717514854,1792.4913446903229
oa_het_28,10,5,2,0.1,21600,2.777777777777778e-06,5,4,4,dp,2,10,797,29266,27639,43543,50,610,50.0,16830,0.06273525721455459,11153.399999999994,2881.286692255113,1.0,86400.0,13637.028500031141,67,607,67.0,21050,0.08406524466750313,14670.0,2599.576907107141,1.0,86400.0,13952.233968262388,84,656,84.0,24450,0.1053952321204517,14670.0,2726.7697991342798,1.0,86400.0,11167.57175344254,1085.5225338935852
oa_het_29,10,1,2,5,21600,2.777777777777778e-06,5,4,2,dp,2,10,805,9941,9820,11157,120,303,120.0,5000,0.14906832298136646,21221.233999999997,6390.857142857143,1.0,86400.0,35514.5678372845,129,304,129.0,5300,0.16024844720496895,21220.0,6281.56146179402,1.0,86400.0,35680.364067899194,135,313,135.0,5520,0.16770186335403728,21470.0,6273.238095238096,1.0,86400.0,33965.21566772648,283.2965760231018
oa_het_30,10,5,2,1,43200,2.777777777777778e-08,5,4,4,dp,2,10,6,41543,40936,45590,2,4,2.0,150,0.3333333333333333,32402.449999999997,7405.714285714286,1.0,86400.0,11830.147457662271,2,4,2.0,150,0.3333333333333333,32398.35,7405.714285714286,1.0,86400.0,11860.652819059975,2,4,2.0,150,0.3333333333333333,32400.0,7405.714285714286,1.0,86400.0,11288.139145233974,1279.3114705085754
oa_het_31,60,5,2,0.1,3600,2.777777777777778e-08,5,1,4,dp,2,10,6,73051,67453,288266,0,1,0,20,0.0,86400,86400,1.0,86400.0,6866.799713524342,0,1,0,20,0.0,86400,86400,1.0,41278.3,5059.325618827869,0,1,0,40,0.0,86400,86400,1.0,10550.0,1764.1066292103994,3843.9507281780243
oa_het_32,10,5,2,1,21600,2.7777777777777776e-07,5,8,3,dp,2,10,65,25062,25357,29340,3,42,3.0,810,0.046153846153846156,14060.04,4200.0,1.0,86400.0,21117.220478909196,3,42,3.0,800,0.046153846153846156,14065.3,4200.0,1.0,86400.0,21319.339235821906,3,42,3.0,820,0.046153846153846156,14060.0,4440.0,1.0,86400.0,20540.833349871577,720.1652719974518
oa_het_33,10,5,2,5,43200,2.777777777777778e-05,1,4,2,dp,2,10,1528,1981,1956,2007,358,811,358.0,17430,0.2342931937172775,43108.626000000004,11295.334609524554,1.0,86400.0,33716.98534218711,356,802,356.0,17220,0.23298429319371727,43110.0,11312.619178574236,1.0,86400.0,33961.08823755947,358,810,358.0,17450,0.2342931937172775,43110.0,11277.425591168609,1.0,86400.0,33573.89910286046,55.10075664520264
oa_het_34,60,1,2,0.01,3600,2.777777777777778e-08,5,4,2,dp,2,10,9,7895,8063,78248,0,1,0,10,0.0,86400,86400,1.0,86400.0,35756.5371356371,0,1,0,10,0.0,86400,86400,1.0,86400.0,36565.13386605164,3,3,3.0,100,0.3333333333333333,2210.0,900.0,1.0,86400.0,6607.558161457104,766.3499386310577
oa_het_35,10,5,2,1,3600,2.777777777777778e-08,5,1,3,dp,2,10,10,19832,19738,22268,0,2,0,40,0.0,86400,86400,1.0,86400.0,24730.970928513212,0,3,0,70,0.0,86400,86400,1.0,86400.0,24940.458740483202,0,4,0,90,0.0,86400,86400,1.0,86400.0,22202.243869639085,585.8102614879608
oa_het_36,60,5,2,5,43200,2.777777777777778e-06,1,1,4,dp,2,10,181,41956,37735,57485,142,170,142.0,43390,0.7845303867403315,41047.360000000015,2072.961830381497,1.0,10553.887999999999,1852.6159226464206,143,170,143.0,50850,0.7900552486187845,41047.360000000015,2176.0451556687754,1.0,11231.934000000001,2037.5689325519854,144,170,144.0,58140,0.7955801104972375,41060.0,1978.5626783830796,1.0,10540.0,1763.7398405231831,779.3229620456696
oa_het_37,10,5,2,1,21600,2.777777777777778e-06,10,1,4,dp,2,10,1652,63149,63065,79236,88,1194,88.0,33330,0.053268765133171914,11177.070000000007,2808.229643351301,1.0,86400.0,15091.452279201263,123,1222,123.0,40020,0.07445520581113801,11165.020000000004,2568.794506407283,1.0,86400.0,14702.839849623262,145,1322,145.0,41960,0.08777239709443099,11170.0,2846.3811427176433,1.0,64650.0,11051.994681640772,3067.3015611171722
oa_het_38,60,10,2,5,21600,2.777777777777778e-08,5,4,3,dp,2,10,10,95333,85039,169357,3,10,3.0,600,0.3,11145.404000000002,1914.5454545454547,1.0,86400.0,4443.579375184075,4,10,4.0,1200,0.4,11209.586,1092.6233766233768,1.0,86400.0,4624.162527671299,5,10,5.0,1390,0.5,11130.0,1002.6798029556651,1.0,86400.0,3165.5495482291835,3052.2022774219513
oa_het_39,30,5,2,0.01,3600,2.777777777777778e-06,10,1,3,dp,2,10,1567,17247,19412,138753,0,139,0,1560,0.0,86400,86400,1.0,86400.0,40110.34365480476,0,151,0,2000,0.0,86400,86400,1.0,86400.0,37512.61408537056,0,450,0,12630,0.0,86400,86400,1.0,43110.0,6613.776336295784,2105.101998090744
oa_het_40,30,1,2,5,21600,2.777777777777778e-05,5,8,2,dp,2,10,7709,25776,24797,37301,3079,5618,3079.0,137420,0.3994032948501751,21564.78,5888.558486323815,1.0,86400.0,15567.359658249343,3019,5567,3019.0,152680,0.3916201842002854,21569.714000000014,5698.886349523826,1.0,86400.0,15799.087054057096,3424,5847,3424.0,203430,0.44415618108704114,21600.0,5600.158295289972,1.0,86400.0,13951.448575895229,1056.875333070755
oa_het_41,10,5,2,0.1,43200,2.777777777777778e-05,1,8,4,dp,2,10,1663,7469,7375,8151,355,1444,355.0,69270,0.21346963319302464,32459.200000000004,4999.807010893109,1.0,86400.0,11892.92217701252,346,1441,346.0,70590,0.20805772699939867,32400.0,4886.471621270134,1.0,86400.0,12069.001652293471,364,1445,364.0,74700,0.21888153938665064,32480.0,4903.910573195738,1.0,86400.0,11676.330702046533,416.09747314453125
oa_het_42,10,10,2,0.1,43200,2.777777777777778e-05,10,4,2,dp,2,10,15576,16686,15834,23064,2435,7279,2435.0,153170,0.15633025166923473,43101.1,11230.74674186562,1.0,86400.0,40555.32432248504,2501,6962,2501.0,152560,0.16056753980482794,43103.8,11201.619526580806,1.0,86400.0,42597.12476710611,3707,8363,3707.0,209010,0.2379943502824859,43170.0,11164.722034504155,1.0,86400.0,33741.26648643747,1068.7278187274933
oa_het_43,30,5,2,0.01,21600,2.777777777777778e-08,5,4,4,dp,2,10,6,21194,22789,134087,1,5,1.0,140,0.16666666666666666,7549.0,3085.714285714286,1.0,86400.0,18058.945710736887,1,6,1.0,300,0.16666666666666666,7687.0,1661.5384615384614,1.0,86400.0,15766.146683442441,2,6,2.0,440,0.3333333333333333,10520.0,2178.1512605042017,1.0,86400.0,4081.541418124128,1478.967351436615
oa_het_44,30,10,2,1,3600,2.7777777777777776e-07,5,1,3,dp,2,10,78,48525,45618,69908,0,21,0,600,0.0,86400,86400,1.0,86400.0,9347.404011322637,0,18,0,650,0.0,86400,86400,1.0,86400.0,9539.506340918704,0,24,0,900,0.0,86400,86400,1.0,43100.0,6633.962755661197,1254.873411655426
oa_het_45,10,10,2,0.01,3600,2.777777777777778e-08,5,8,3,dp,2,10,4,10408,10188,26127,0,0,0,0,0.0,86400,86400,1.0,86400.0,37194.79388419993,0,0,0,0,0.0,86400,86400,1.0,86400.0,36302.82154905852,0,0,0,0,0.0,86400,86400,1.0,86400.0,20842.356320738294,439.7091510295868
oa_het_46,10,1,2,1,21600,2.777777777777778e-05,10,1,3,dp,2,10,15409,28619,28279,44374,691,7810,691.0,151700,0.044843922383022906,15628.650000000005,3473.9897386021844,1.0,86400.0,31544.76952669947,870,7879,870.0,165480,0.05646051009150496,15006.350000000006,3435.528272053789,1.0,86400.0,31394.765153144188,1279,9632,1279.0,232850,0.08300343954831592,15000.0,3144.639515335627,1.0,86400.0,22211.703757603926,2345.836318731308
oa_het_47,60,5,2,0.1,21600,2.7777777777777776e-07,10,1,4,dp,2,10,163,116794,108200,571464,22,133,22.0,6280,0.13496932515337423,11952.600000000006,2046.2100605741618,1.0,86400.0,9569.485259826684,57,151,57.0,16700,0.3496932515337423,16475.699999999997,1675.0270920388605,1.0,86400.0,6567.882910857345,91,157,91.0,30310,0.558282208588957,16490.0,1539.5739194836997,1.0,10540.0,1762.6953459537833,10969.91063451767
oa_het_48,10,1,2,5,3600,2.777777777777778e-05,10,8,3,dp,2,10,15420,40907,40528,57833,22,2343,22.0,40970,0.0014267185473411154,2139.5399999999936,492.6045890868025,1.0,86400.0,22450.960581020892,40,2374,40.0,46700,0.0025940337224383916,2940.3719999999994,322.45889880411687,1.0,86400.0,22410.79739489798,44,2525,44.0,56470,0.0028534370946822307,2400.0,176.7221946270423,1.0,86400.0,20684.018155284866,3157.743079185486
oa_het_49,30,1,2,0.1,21600,2.7777777777777776e-07,1,4,2,dp,2,10,15,4048,3785,6725,7,12,7.0,240,0.4666666666666667,20231.699999999997,6274.285714285715,1.0,86400.0,17158.187489836087,8,12,8.0,310,0.5333333333333333,17410.0,5425.714285714286,1.0,86400.0,17548.968102333787,8,12,8.0,370,0.5333333333333333,17410.0,5160.0,1.0,86400.0,13635.000086835045,72.14839673042297
oa_het_50,60,10,2,1,43200,2.7777777777777776e-07,5,4,3,dp,2,10,58,84265,72001,169956,43,54,43.0,4960,0.7413793103448276,33430.509999999995,5004.152072277927,1.0,86400.0,5253.792772385961,43,54,43.0,7430,0.7413793103448276,33114.380000000005,3872.304268331413,1.0,86400.0,5564.376773369809,47,56,47.0,8410,0.8103448275862069,33190.0,3691.7345123528776,1.0,86400.0,3241.535805381332,2871.074117898941
oa_het_51,10,10,2,0.01,21600,2.777777777777778e-05,5,8,3,dp,2,10,7751,12634,12193,29844,174,3316,174.0,68660,0.022448716294671656,19443.0,3003.9009261534584,1.0,86400.0,36438.264040223614,238,3226,238.0,71870,0.030705715391562378,19333.0,3219.347825857107,1.0,86400.0,38101.7680982399,678,4991,678.0,159700,0.08747258418268611,19550.0,3078.011907493377,1.0,86400.0,20289.6324433656,647.2635242938995
oa_het_52,10,5,2,0.1,3600,2.7777777777777776e-07,5,4,2,dp,2,10,77,7315,6857,11151,0,4,0,40,0.0,86400,86400,1.0,86400.0,38908.72873836361,1,4,1.0,60,0.012987012987012988,1945.1000000000022,900.0,1.0,86400.0,39929.72156824685,2,6,2.0,90,0.025974025974025976,2280.0,1050.0,1.0,86400.0,33519.799039598,223.17318439483643
oa_het_53,10,1,2,0.01,43200,2.777777777777778e-05,1,1,4,dp,2,10,1563,4707,5005,7809,210,1315,210.0,43190,0.1343570057581574,32362.0,4929.425293267841,1.0,86400.0,16022.721488954845,268,1324,268.0,51840,0.17146513115802944,32703.0,4802.6999726014665,1.0,86400.0,15060.56543357549,372,1393,372.0,70590,0.2380038387715931,32420.0,4835.462807004036,1.0,43000.0,11008.788945374452,402.2055730819702
oa_het_54,10,5,2,5,21600,2.7777777777777776e-07,1,8,2,dp,2,10,10,2411,2380,2485,1,4,1.0,50,0.1,11097.794000000002,7200.0,1.0,86400.0,33585.94480391267,1,4,1.0,50,0.1,11099.279999999999,7200.0,1.0,86400.0,33954.479652330854,1,4,1.0,50,0.1,11100.0,7200.0,1.0,86400.0,33322.3931527666,55.43625354766846
oa_het_55,30,10,2,0.1,43200,2.7777777777777776e-07,10,4,4,dp,2,10,155,94983,84130,263336,36,136,36.0,7010,0.23225806451612904,30070.0,5556.99657695246,1.0,86400.0,9553.694931379096,78,139,78.0,16450,0.5032258064516129,29959.899999999994,4187.856929385022,1.0,86400.0,9534.267749220955,105,145,105.0,21940,0.6774193548387096,31510.0,3973.0058521438896,1.0,86400.0,3893.86484639973,5566.440152168274
oa_het_56,60,1,2,0.01,3600,2.777777777777778e-05,1,8,3,dp,2,10,1516,7246,7229,35484,12,473,12.0,6800,0.0079155672823219,2534.0,710.7142857142857,1.0,86400.0,10924.976872245046,24,512,24.0,9580,0.0158311345646438,2435.0,551.8414918414918,1.0,86400.0,9602.490853180336,62,664,62.0,33790,0.040897097625329816,2690.0,223.756399879423,1.0,86400.0,3868.375377494519,359.2373015880585
oa_het_57,60,5,2,0.01,21600,2.7777777777777776e-07,1,4,3,dp,2,10,18,7412,7706,35445,2,16,2.0,350,0.1111111111111111,13462.0,4860.0,1.0,84332.0,10328.893629416285,8,17,8.0,1320,0.4444444444444444,13785.0,2084.0315934065934,1.0,84529.0,8061.426038398485,11,17,11.0,1820,0.6111111111111112,13830.0,2093.142857142857,1.0,14060.0,3088.487957835274,323.0030415058136
oa_het_58,30,10,2,1,43200,2.777777777777778e-06,1,4,2,dp,2,10,144,5857,5548,6796,82,118,82.0,3630,0.5694444444444444,41879.34,11095.296167247387,1.0,64293.78999999999,13861.842389101226,79,116,79.0,4200,0.5486111111111112,41874.649999999994,10702.919206043789,1.0,75716.37,14472.609380067941,83,119,83.0,4410,0.5763888888888888,41880.0,10756.09241548339,1.0,64280.0,13643.977985611577,78.14233493804932
oa_het_59,60,10,2,0.1,43200,2.777777777777778e-05,1,1,3,dp,2,10,1577,14454,13730,32211,1053,1464,1053.0,132120,0.667723525681674,39369.3,4565.53859511173,1.0,43097.0,5238.711806330766,1079,1460,1079.0,143270,0.6842105263157895,39041.90000000001,4276.502354188525,1.0,77138.5,4953.069583185981,1245,1489,1245.0,293580,0.7894736842105263,41850.0,3335.9600620532074,1.0,14060.0,3103.1777380278195,395.44295597076416
oa_het_60,30,10,2,5,3600,2.777777777777778e-08,5,4,2,dp,2,10,7,27401,26536,33290,0,1,0,10,0.0,86400,86400,1.0,86400.0,14967.73203314481,0,0,0,0,0.0,86400,86400,1.0,86400.0,15341.080623275377,0,1,0,10,0.0,86400,86400,1.0,86400.0,13651.909588772822,654.4652173519135
oa_het_61,10,1,2,5,43200,2.777777777777778e-06,10,4,4,dp,2,10,1536,68551,67706,88077,299,1321,299.0,60310,0.19466145833333334,32420.299999999996,5080.286782791532,1.0,86400.0,13094.843896215692,341,1332,341.0,72320,0.22200520833333334,32419.176000000007,4758.87768796436,1.0,86400.0,12609.867676044752,373,1360,373.0,76780,0.24283854166666666,33110.0,4825.047329332311,1.0,86400.0,11070.482402987891,3772.8873727321625
oa_het_62,60,5,2,0.01,3600,2.777777777777778e-05,5,4,2,dp,2,10,7717,8103,7550,77560,43,686,43.0,7580,0.005572113515614876,3268.0,1172.093023255814,1.0,86400.0,36102.144961415426,88,687,88.0,8180,0.011403395101723468,3475.0,1135.909090909091,1.0,86400.0,39051.2608393618,1869,2209,1869.0,74180,0.24219256187637683,3600.0,888.1615225034166,1.0,86400.0,6657.355897476025,1192.3198523521423
oa_het_63,10,5,2,0.1,43200,2.7777777777777776e-07,10,4,3,dp,2,10,158,29628,27529,52036,15,121,15.0,2880,0.0949367088607595,28581.300000000003,6689.070929070929,1.0,86400.0,28358.54521195686,23,121,23.0,4420,0.14556962025316456,27302.799999999996,5518.673047179663,1.0,86400.0,30067.21302005461,32,133,32.0,4970,0.20253164556962025,31550.0,5915.130540116518,1.0,86400.0,21203.785926047334,1583.208046913147
