sat,lat,lon,rise_time,set_time,incidence_angle,reward,s,p,i,t,obs,,,,,,
smallsat01,1.000168956,0.96891552,6493.421098,6496.014665,0.288844716,0.419012691,1,10,461,828,1,,,,,,
smallsat00,0.929119796,-2.201133854,6506.678792,6509.209945,0.122346251,0.007323143,0,8,463,829,1,,,,,,
smallsat00,0.935096118,-2.180752161,6512.324605,6514.864606,0.269768465,0.020424576,0,10,464,830,1,,,,,,
smallsat01,0.973405554,0.855773329,6517.120498,6519.737149,0.443880933,0.278059533,1,12,485,831,1,,,,,,
smallsat00,0.942634928,-2.181797701,6519.137852,6521.677975,0.26340464,0.006212691,0,10,465,832,1,,,,,,
smallsat01,0.967157275,0.862321805,6522.975193,6525.586767,0.406417468,0.296791266,1,12,486,833,1,,,,,,
smallsat01,0.966954294,0.874832499,6523.452967,6526.055917,0.328929506,0.335535247,1,11,487,834,1,,,,,,
smallsat01,0.964828133,0.865386952,6525.168378,6527.777567,0.388101834,0.305949083,1,11,488,835,1,,,,,,
smallsat01,0.964637893,0.865212419,6525.336741,6527.946097,0.389166321,0.305416839,1,11,489,836,1,,,,,,
smallsat01,0.964333333,0.864724949,6525.601081,6528.210813,0.392164559,0.303917721,1,11,490,837,1,,,,,,
smallsat00,0.94980235,-2.168923873,6525.868989,6528.417319,0.349387654,0.007761372,0,11,466,838,1,,,,,,
smallsat01,0.963494353,0.862900207,6526.316574,6528.927467,0.403355777,0.298322112,1,12,491,839,1,,,,,,
smallsat00,0.956774835,-2.181042409,6531.961171,6534.502913,0.269879715,0.0028151,0,10,467,840,1,,,,,,
smallsat01,0.956279336,0.853743512,6532.613282,6535.231531,0.458766671,0.270616665,1,12,492,841,1,,,,,,
smallsat01,0.953843206,0.853044333,6534.804635,6537.423397,0.46328841,0.268355795,1,12,493,842,1,,,,,,
smallsat00,0.960984918,-2.190525638,6535.6412,6538.178977,0.205890729,0.006509314,0,9,468,843,1,,,,,,
smallsat00,0.965474342,-2.210083955,6539.548408,6542.080727,0.070128738,0.014419204,0,8,469,844,1,,,,,,
smallsat01,0.940306956,0.855566159,6547.170724,6549.787088,0.450555922,0.274722039,1,12,494,845,1,,,,,,
smallsat00,0.97694962,-2.162714271,6550.615722,6553.170231,0.386115604,0.306942198,0,11,470,846,1,,,,,,
smallsat00,0.977099892,-2.162755635,6550.750944,6553.305439,0.385841678,0.307079161,0,11,471,847,1,,,,,,
smallsat00,0.977382112,-2.163362311,6550.992225,6553.54632,0.382158705,0.308920647,0,11,472,848,1,,,,,,
smallsat00,0.978499297,-2.165416913,6551.956834,6554.509582,0.369587686,0.315206157,0,11,473,849,1,,,,,,
smallsat00,0.980453543,-2.167288779,6553.685995,6556.237647,0.357973235,0.321013382,0,11,474,850,1,,,,,,
smallsat01,0.933103633,0.856931705,6553.750308,6556.365349,0.443273153,0.278363424,1,12,495,851,1,,,,,,
smallsat01,0.933020049,0.863874991,6554.011303,6556.620655,0.400163223,0.101174469,1,12,496,852,1,,,,,,
smallsat00,0.9909695,-2.178855599,6562.988293,6565.533964,0.285567498,0.357216251,0,10,475,853,1,,,,,,
smallsat01,0.918860524,0.843178685,6566.254287,6568.882363,0.526534288,0.236732856,1,13,497,854,1,,,,,,
smallsat00,1.101412016,-2.143300851,6664.0203,6666.592496,0.451788741,0.002131263,0,12,437,855,1,,,,,,
smallsat00,1.117010198,-2.148378485,6678.012739,6680.581663,0.421247842,0.289376079,0,12,439,856,1,,,,,,
smallsat00,1.120008953,-2.1475893,6680.755192,6683.324597,0.423415128,0.004145645,0,12,442,857,1,,,,,,
smallsat01,0.792385537,0.942904389,6681.919327,6684.505179,0.271386606,0.089471539,1,10,476,858,1,,,,,,
smallsat00,1.13687927,-2.155578422,6695.835167,6698.400136,0.379400417,0.629921817,0,11,444,859,1,,,,,,
smallsat00,1.139806798,-2.195758485,6697.724262,6700.273192,0.184723316,0.003330405,0,9,477,860,1,,,,,,
smallsat00,1.143267577,-2.190704063,6700.930582,6703.48121,0.209731479,0.004827487,0,9,478,861,1,,,,,,
smallsat00,1.169258374,-2.202207808,6724.379767,6726.928691,0.151584869,0.008339355,0,9,480,862,1,,,,,,
smallsat00,1.170100722,-2.186165841,6725.347923,6727.901148,0.227124382,0.011812889,0,10,445,863,1,,,,,,
smallsat00,1.173532877,-2.194362151,6728.348423,6730.899475,0.188342511,0.012126163,0,9,481,864,1,,,,,,
smallsat00,1.174162802,-2.203230501,6728.820783,6731.369795,0.146486501,0.010700783,0,9,482,865,1,,,,,,
smallsat00,1.177280798,-2.176043786,6732.034854,6734.591678,0.271264235,0.008156739,0,10,446,866,1,,,,,,
smallsat00,1.179027401,-2.214295592,6733.147352,6735.694481,0.094153371,0.003479055,0,8,483,867,1,,,,,,
smallsat00,1.17875602,-2.134215732,6734.425143,6737.001117,0.445667941,0.003164312,0,12,447,868,1,,,,,,
smallsat00,1.180317025,-2.301181154,6734.96972,6737.521961,0.30938036,0.002597881,0,11,498,869,1,,,,,,
smallsat01,0.716573286,0.923504549,6750.70155,6753.280488,0.161586649,0.521683144,1,9,499,870,1,,,,,,
smallsat00,1.198464173,-2.318620169,6751.781779,6754.338809,0.362512946,0.006143888,0,11,500,871,1,,,,,,
smallsat00,1.203303814,-2.352984132,6757.19207,6759.761978,0.484912679,0.257543661,0,13,501,872,1,,,,,,
smallsat00,1.207848372,-2.311970098,6760.103149,6762.6578,0.325879912,0.018953785,0,11,502,873,1,,,,,,
smallsat00,1.213714685,-2.288744793,6764.968108,6767.517676,0.225722332,0.020799937,0,10,484,874,1,,,,,,
smallsat01,0.523607153,0.841031057,6924.647235,6927.259206,0.517918829,0.241040586,1,13,503,875,1,,,,,,
