smallsat00,1.139012865,-1.738922497,1024.985969,1027.552632,0.391909719,0.30404514,0,11,241,241,1,,,,,,
smallsat00,1.145011073,-1.745979789,1030.245004,1032.80807,0.357369769,0.002666273,0,11,244,244,1,,,,,,
smallsat01,0.741510411,1.351357529,1033.638084,1036.221157,0.254863577,0.15389377,1,10,248,248,1,,,,,,
smallsat00,1.149966028,-1.742408269,1034.828881,1037.393798,0.3712394,0.3143803,0,11,251,251,1,,,,,,
smallsat00,1.15036885,-1.750665247,1034.994685,1037.55567,0.333881845,0.333059077,0,11,252,252,1,,,,,,
smallsat00,1.150293766,-1.745874667,1035.039572,1037.602782,0.355611625,0.009714799,0,11,253,253,1,,,,,,
smallsat00,1.150154873,-1.739840191,1035.06696,1037.633167,0.382522362,0.308738819,0,11,254,254,1,,,,,,
smallsat00,1.153844324,-1.751092853,1038.138028,1040.698856,0.330672746,0.334663627,0,11,257,257,1,,,,,,
smallsat00,1.176606437,-1.716138062,1059.757488,1062.336193,0.464201252,0.003344277,0,12,263,263,1,,,,,,
smallsat00,1.207663594,-1.844484566,1086.281349,1088.827664,0.098813729,0.003519433,0,8,265,265,1,,,,,,
smallsat00,1.211821021,-1.846780704,1090.067448,1092.614138,0.106673564,0.446663218,0,8,267,267,1,,,,,,
smallsat00,1.21182294,-1.851188184,1090.103851,1092.650787,0.125727742,0.437136129,0,8,268,268,1,,,,,,
smallsat00,1.217870698,-1.803307222,1095.526096,1098.074926,0.084855374,0.003713047,0,8,273,273,1,,,,,,
smallsat00,1.241908001,-1.847104532,1117.358392,1119.906285,0.09281912,0.009313421,0,8,281,281,1,,,,,,
smallsat00,1.268508355,-1.723986476,1142.778735,1145.348764,0.364442161,0.002803869,0,11,1,282,1,,,,,,
smallsat01,0.432232884,1.317585355,1313.291332,1315.864262,0.166925407,0.416537296,1,9,282,283,1,,,,,,
smallsat01,0.389991203,1.340204124,1351.186227,1353.777984,0.435617614,0.282191193,1,12,5,284,1,,,,,,
smallsat01,0.389693799,1.340152113,1351.455192,1354.046919,0.435334188,0.282332906,1,12,6,285,1,,,,,,
smallsat01,0.388412902,1.337865034,1352.640287,1355.229649,0.414367535,0.293968796,1,12,7,286,1,,,,,,
smallsat01,0.38789227,1.33743481,1353.115299,1355.704256,0.410645135,0.295837322,1,12,8,287,1,,,,,,
smallsat01,0.384938126,1.33776363,1355.775898,1358.365461,0.416125907,0.293086149,1,12,9,288,1,,,,,,
smallsat04,0.49810969,-1.862957166,1581.272532,1583.846224,0.053331147,0.003325332,4,8,283,289,1,,,,,,
smallsat04,0.511854158,-1.881937621,1593.77895,1596.359803,0.242513563,0.003712189,4,10,284,290,1,,,,,,
smallsat04,0.539613393,-1.865351181,1618.764708,1621.344525,0.045827439,0.005752706,4,8,285,291,1,,,,,,
smallsat04,0.578682222,-1.870805388,1654.085269,1656.671252,0.074809671,0.003403775,4,8,286,292,1,,,,,,
smallsat00,1.241992702,1.361360831,1713.594498,1716.139949,0.341231861,0.32938407,0,11,21,293,1,,,,,,
smallsat00,1.241953432,1.361690698,1713.621878,1716.167416,0.342460441,0.32876978,0,11,22,294,1,,,,,,
smallsat00,1.238771871,1.366946757,1716.360006,1718.907042,0.364897583,0.317551209,0,11,26,295,1,,,,,,
smallsat04,0.71411307,-1.909747488,1776.957256,1779.57504,0.337858161,0.002792914,4,11,287,296,1,,,,,,
smallsat00,1.165684289,1.206233698,1783.229459,1785.773438,0.298136261,0.350931869,0,10,288,297,1,,,,,,
smallsat00,1.165620584,1.217464543,1783.498691,1786.038575,0.246720642,0.376639679,0,10,289,298,1,,,,,,
smallsat00,1.162425934,1.21119916,1786.282785,1788.82466,0.276570459,0.361714771,0,10,290,299,1,,,,,,
smallsat04,0.765457515,-1.930179272,1823.848162,1826.485355,0.454735063,0.001928602,4,12,291,300,1,,,,,,
smallsat04,0.775316793,-1.925897875,1832.676073,1835.310471,0.414637215,0.30889018,4,12,292,301,1,,,,,,
smallsat04,0.776041977,-1.929121672,1833.406005,1836.042879,0.437829206,0.281085397,4,12,293,302,1,,,,,,
