lat [deg],lon [deg]
45.075,-64.98958333
32.86041667,-86.33958333
47.44375,-107.4333333
34.06041667,-83.98125
58.13541667,-103.5479167
54.08333333,-108.66875
17.42083333,-97.67291667
54.87291667,-66.96458333
30.17708333,-84.24375
53.76041667,-77.00833333
30.52291667,-86.71875
48.03958333,-102.1604167
30.51458333,-83.81875
28.91041667,-100.20625
28.48333333,-108.9458333
58.81041667,-133.4020833
29.70625,-96.10625
50.54166667,-70.02291667
17.675,-91.53541667
55.88333333,-129.7770833
59.38541667,-77.19375
9.135416667,-79.8125
38.17916667,-99.33125
51.74791667,-77.20208333
42.03958333,-94.69583333
40.55416667,-99.80208333
41.66041667,-74.925
53.16458333,-56.36041667
57.74583333,-134.45
38.63125,-114.3520833
57.57291667,-68.00625
19.25625,-88.32291667
51.88125,-101.7895833
13.7,-87.96875
29.77291667,-104.5208333
40.19791667,-105.5895833
41.78541667,-73.73541667
13.80208333,-84.51875
39.21875,-103.89375
31.51041667,-115.8895833
11.78958333,-83.74791667
37.66458333,-108.88125
56.78541667,-135.0416667
10.60416667,-83.5375
55.08958333,-92.31875
57.06875,-76.21458333
17.81875,-101.1604167
32.21875,-103.1729167
27.77708333,-109.0625
57.26458333,-68.01041667
24.42291667,-78.00833333
41.06458333,-103.6479167
48.44375,-93.38125
49.04375,-83.20625
22.175,-79.26041667
40.63958333,-84.67916667
48.01875,-84.98125
28.87916667,-107.5645833
49.525,-71.8375
41.56875,77.71041667
28.55625,110.8895833
50.79791667,133.5604167
26.68958333,71.575
26.57708333,88.03958333
13.5875,98.90208333
48.32083333,78.84166667
42.78333333,94.45625
41.54791667,82.30208333
46.225,123.5041667
26.11875,95.84791667
41.85416667,103.2166667
34.69375,99.0875
33.8375,88.49166667
25.34375,83.43958333
23.31458333,77
35.97708333,91.48541667
44.98333333,147.8979167
25.67083333,111.1875
27.20625,86.89375
26.50416667,83.325
32.37916667,116.6666667
26.62083333,69.99791667
39.80625,70.71875
22.73125,96.93125
43.00625,76.33541667
20.77083333,77.98958333
31.00208333,79.63958333
15.53125,108.1604167
13.18958333,106.58125
33.54375,81.71875
27.41041667,89.20625
25.85416667,69.26041667
24.41041667,121.38125
51.40416667,122.1458333
13.74791667,76.47708333
27.63125,69.30625
28.11666667,70.81041667
12.55208333,98.34166667
13.1125,99.8875
22.22291667,94.14166667
27.68541667,71.18958333
26.49791667,98.13541667
45.16458333,84.40208333
17.50208333,99.14375
40.71458333,99.02916667
13.01875,75.59791667
30.68333333,93.70416667
24.8375,111.7875
36.47291667,64.83958333
36.35,78.475
25.79583333,96.56041667
21.22291667,92.51458333
5.064583333,101.5125
35.475,92.18541667
35.60625,137.0229167
36.55833333,75.01875
13.1625,105.4479167
21.49375,105.6895833
38.58541667,101.6020833
35.2875,72.08541667
37.78333333,96.11666667
31.98541667,118.8354167
31.38541667,99.88541667
39.58541667,116.8854167
21.98541667,78.00208333
41.17291667,118.3729167
45.17083333,90.125
28.20625,107.3395833
40.09791667,74.39791667
24.48958333,88.58541667
44.1,73.67708333
32.67708333,109.4104167
34.53125,107.075
33.18958333,74.54791667
40.55625,140.1458333
42.02291667,73.2
27.91875,68.28125
27.21875,102.59375
36.75,96.70416667
35.43333333,139.4354167
32.40208333,95.48958333
28.94166667,78.07291667
29.87708333,73.68125
46.03541667,106.4979167
36.56666667,72.90833333
35.675,67.64583333
30.38541667,78.87708333
46.09791667,110.1520833
19.23333333,83.03333333
30.39375,93.66041667
25.61875,91.15833333
44.78958333,90.28541667
47.71458333,128.95625
50.54791667,131.3291667
33.41458333,87.76666667
18.59583333,75.2375
38.36875,107.49375
53.71875,128.5791667
44.15208333,122.8354167
63.47083333,-65.30833333
60.68958333,-118.1708333
67.65208333,-131.5395833
67.39791667,-124.4479167
55.97708333,-119.2083333
55.77708333,-116.3145833
61.91458333,-106.1625
63.71041667,-155.4354167
59.65208333,-134.28125
65.65208333,-156.0791667
60.88541667,-122.7895833
60.15833333,-97.92708333
56.18541667,-123.5979167
62.36875,-129.9479167
62.09791667,-94.59166667
59.21458333,-112.89375
59.07708333,-105.8458333
61.58125,-154.43125
60.97916667,-164.5604167
69.29583333,-150.4208333
69.98125,-93.92708333
62.26458333,-143.6020833
57.90833333,-116.875
59.52708333,-161.38125
65.02708333,-163.2520833
63.91458333,-123.7604167
60.40833333,-139.75625
66.02083333,-129.1416667
61.74375,-109.83125
67.51041667,-141.70625
58.93541667,-114.6520833
61.45416667,-153.1395833
71.58958333,-120.9625
64.55208333,-126.1770833
61.075,-148.9666667
64.70625,-71.58541667
62.06458333,-125.93125
63.2125,-93.04166667
61.77291667,-136.03125
71.8375,-111.15
61.22291667,-153.04375
66.11666667,-102.2291667
59.2,-129.4666667
61.19375,-126.9666667
61.52083333,-116.5875
64.52708333,-105.1333333
65.63541667,-101.4333333
64.67708333,-148.7458333
65.4125,-134.4708333
68.0625,-97.13125
64.41458333,-141.6479167
70.44166667,-74.78333333
62.15416667,-93.45833333
56.60625,-114.0583333
63.46458333,-131.7520833
60.60416667,-143.4125
67.39583333,-146.4333333
68.57291667,-83.21875
61.24791667,-130.2666667
62.84375,-143.6104167
53.63125,-117.7104167
68.17708333,-89.98541667
80.24375,-81.27708333
64.98958333,-164.3604167
68.66041667,-69.43333333
52.09583333,-173.7083333
64.49791667,-118.56875
60.98541667,-144.76875
67.82291667,-160.6229167
57.3625,-121.65625
65.43125,-149.2791667
59.45833333,-116.93125
54.19791667,-166.0020833
61.55208333,-130.01875
73.22708333,-78.48333333
60.77291667,-111.1354167
78.68541667,-76.1125
64.58541667,-147.3604167
64.18541667,-67.275
60.7875,-144.88125
72.48541667,-106.34375
61.16458333,-148.20625
59.39375,-138.0979167
61.71041667,-96.98541667
61.42708333,-148.65625
62.77291667,-115.4104167
66.68541667,-178.70625
66.36041667,-139.1895833
60.06041667,-130.98125
65.63541667,-162.48125
56.34375,-122.3020833
73.73125,-91.59166667
64.01458333,-160.1145833
59.96041667,-96.33125
63.56041667,-122.9270833
57.06458333,-116.15625
63.96875,-110.0458333
58.55208333,-156.8395833
68.09375,-125.6395833
60.07708333,-105.6291667
