name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_meas_types,planner,reobserve_reward,reward,reward_increment,time_horizon,events,replan_obs_count,replan_het_obs_count,replan_event_obs_count,replan_events_seen,replan_event_reward,replan_planner_reward,replan_perc_cov,replan_max_rev,replan_avg_rev,replan_all_perc_cov,replan_all_max_rev,replan_all_avg_rev,replan_het_event_obs_count,replan_het_events_seen,replan_het_event_reward,replan_het_planner_reward,replan_het_perc_cov,replan_het_max_rev,replan_het_avg_rev,replan_het_all_perc_cov,replan_het_all_max_rev,replan_het_all_avg_rev,time
grid_search_0,30,0,2,1,14400,2.777777777777778e-05,5,1,3,dp,2,5,0.1,500,7848,33216,33082,248,5779,248.0,75640,0.03160040774719674,14062.029999999999,1980.9307411780808,1.0,86400.0,11613.074265152509,265,5878,265.0,71965,0.033766564729867485,14062.029999999999,2122.158192855687,1.0,86400.0,11496.49071489378,3296.8835706710815
