name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_meas_types,planner,reobserve_reward,reward,reward_increment,time_horizon,events,init_event_obs_count,init_events_seen,init_event_reward,init_planner_reward,init_perc_cov,init_max_rev,init_avg_rev,init_all_perc_cov,init_all_max_rev,init_all_avg_rev,time
grid_search_0,30,0,2,0.1,14400,2.777777777777778e-05,5,1,3,dp,2,5,0.1,1000,7848,94,4820,94.0,41990,0.011977573904179408,14338.100000000006,2563.816608922992,1.0,86400.0,18028.710177770357,533.4100089073181
grid_search_1,30,0,2,0.1,14400,2.777777777777778e-05,5,1,3,dp,2,10,0.1,1000,7848,94,4820,94.0,83980,0.011977573904179408,14338.100000000006,2563.816608922992,1.0,86400.0,18028.710177770357,536.8354270458221
grid_search_2,30,0,2,0.1,14400,2.777777777777778e-05,5,1,3,dp,2,50,0.1,1000,7848,94,4820,94.0,419900,0.011977573904179408,14338.100000000006,2563.816608922992,1.0,86400.0,18028.710177770357,948.9838345050812
