name,for,fov,constellation_size,agility,event_duration,event_frequency,event_density,event_clustering,num_event_types,planner,reobserve_reward,reward,events,init_obs_count,replan_obs_count,vis_count,init_event_obs_count,init_events_seen,init_event_reward,init_planner_reward,init_perc_cov,init_max_rev,init_avg_rev,init_all_perc_cov,init_all_max_rev,init_all_avg_rev,replan_event_obs_count,replan_events_seen,replan_event_reward,replan_planner_reward,replan_perc_cov,replan_max_rev,replan_avg_rev,replan_all_perc_cov,replan_all_max_rev,replan_all_avg_rev,diff_perc_cov,diff_num_coobs,diff_avg_rev,init percent coverage of possible events,replan percent coverage of possible events,diff percent coverage of possible events,vis_event_obs_count,vis_events_seen,vis_event_reward,vis_planner_reward,vis_perc_cov,vis_max_rev,vis_avg_rev,vis_all_perc_cov,vis_all_max_rev,vis_all_avg_rev,time
oa_het_162,60,5,2,5,21600,2.78E-08,10,4,4,dp,2,10,10,238369,211998,614931,4,9,4,690,0.4,10556.632,2565,1,86400,4246.738484,5,9,5,700,0.5,9953.732,2614.285714,1,86400,3369.724641,0.1,1,49.28571429,0.8,1,0.2,5,9,5,820,0.5,9940,2244,1,86400,1843.376991,16260.79952
oa_het_183,10,5,2,5,21600,2.78E-05,5,1,4,dp,2,10,7772,36267,35900,40063,635,6037,635,193510,0.081703551,11201.252,2687.887081,1,86400,12648.88219,657,6034,657,200680,0.084534225,11181.208,2616.258085,1,86400,12454.13958,0.002830674,22,-71.62899598,0.784919654,0.812113721,0.027194067,809,6299,809,213270,0.104091611,11200,2784.038408,1,64640,11039.73776,1630.141036
oa_het_186,10,5,2,5,21600,2.78E-05,1,4,3,dp,2,10,1543,4697,4628,4753,105,961,105,23010,0.068049255,14999.63,3067.631941,1,86400,20564.13898,103,955,103,22650,0.066753078,14999.948,3079.989262,1,86400,20841.34264,-0.001296176,-2,12.35732147,1,0.990384615,-0.019230769,104,959,104,23000,0.067401167,15000,3061.226996,1,86400,20462.37801,174.6775579
oa_het_199,60,5,2,5,43200,2.78E-07,5,4,3,dp,2,10,83,87680,77996,173486,60,76,60,8350,0.722891566,29050.234,4206.840781,1,86400,4729.957054,66,76,66,15280,0.795180723,27299.442,3430.785765,1,86400,4713.888934,0.072289157,6,-776.0550167,0.869565217,0.956521739,0.086956522,69,77,69,17520,0.831325301,27300,3224.178348,1,86400,3118.251027,3138.499546
oa_het_25,60,5,2,5,3600,2.78E-07,10,1,2,dp,2,10,158,50643,46150,142211,13,32,13,560,0.082278481,3425.12,1056.923077,1,86400,18052.83358,21,36,21,810,0.132911392,3412.192,955.9183673,1,86400,15645.73551,0.050632911,8,-101.0047097,0.245283019,0.396226415,0.150943396,53,59,53,1790,0.335443038,3410,924.6886792,1,22390,6584.166965,3208.623383
oa_het_33,10,5,2,5,43200,2.78E-05,1,4,2,dp,2,10,1528,1981,1956,2007,358,811,358,17430,0.234293194,43108.626,11295.33461,1,86400,33716.98534,356,802,356,17220,0.232984293,43110,11312.61918,1,86400,33961.08824,-0.001308901,-2,17.28457,1,0.994413408,-0.005586592,358,810,358,17450,0.234293194,43110,11277.42559,1,86400,33573.8991,55.10075665
oa_het_36,60,5,2,5,43200,2.78E-06,1,1,4,dp,2,10,181,41956,37735,57485,142,170,142,43390,0.784530387,41047.36,2072.96183,1,10553.888,1852.615923,143,170,143,50850,0.790055249,41047.36,2176.045156,1,11231.934,2037.568933,0.005524862,1,103.083326,0.986111111,0.993055556,0.006944444,144,170,144,58140,0.79558011,41060,1978.562678,1,10540,1763.739841,779.322962
oa_het_54,10,5,2,5,21600,2.78E-07,1,8,2,dp,2,10,10,2411,2380,2485,1,4,1,50,0.1,11097.794,7200,1,86400,33585.9448,1,4,1,50,0.1,11099.28,7200,1,86400,33954.47965,0,0,0,1,1,0,1,4,1,50,0.1,11100,7200,1,86400,33322.39315,55.43625355
oa_het_6,60,5,2,5,3600,2.78E-08,10,8,2,dp,2,10,10,62072,54961,154469,1,2,1,30,0.1,2040.438,1200,1,86400,12230.63269,1,2,1,40,0.1,3284.174,1200,1,86400,12211.9781,0,0,0,0.5,0.5,0,2,2,2,50,0.2,3270,1050,1,86400,7256.468769,3900.696773
oa_het_86,30,5,2,5,43200,2.78E-08,10,8,3,dp,2,10,15,98646,96304,169059,6,13,6,750,0.4,27166.44,5989.133704,1,86400,9090.591301,6,13,6,1370,0.4,14081.058,3545.486973,1,86400,8461.841824,0,0,-2443.646731,1,1,0,6,13,6,1480,0.4,14080,3459.649653,1,86400,7024.499651,5290.874586
oa_het_106,30,10,2,0.01,21600,2.78E-06,5,4,2,dp,2,10,820,5986,6035,35485,37,233,37,3070,0.045121951,20058,6480.694981,1,86400,44792.15468,73,257,73,4960,0.08902439,20805,5595.53391,1,86400,46597.85277,0.043902439,36,-885.1610706,0.104225352,0.205633803,0.101408451,355,622,355,18510,0.432926829,21130,5643.931308,1,86400,13546.89351,348.1485298
oa_het_116,60,10,2,0.01,43200,2.78E-08,1,1,4,dp,2,10,3,12262,13676,58178,2,3,2,190,0.666666667,22796,4560,1,59424,6494.407662,2,3,2,470,0.666666667,22595,2520,1,27555,4547.697174,0,0,-2040,1,1,0,2,3,2,540,0.666666667,29680,2290.869565,1,10510,1759.668459,690.0681992
oa_het_133,60,10,2,0.01,43200,2.78E-06,10,4,2,dp,2,10,1510,14527,12952,151996,199,735,199,12450,0.131788079,41866,11791.74444,1,86400,41076.56583,334,649,334,18860,0.221192053,41073,9967.772038,1,86400,46827.0575,0.089403974,135,-1823.972398,0.147189349,0.24704142,0.099852071,1352,1366,1352,120740,0.895364238,42930,7379.401082,1,86400,6631.249656,2364.837764
oa_het_141,10,10,2,0.01,43200,2.78E-07,5,4,4,dp,2,10,71,16191,16305,43446,5,54,5,1380,0.070422535,31775,5019.428571,1,86400,23147.643,10,59,10,2600,0.14084507,21520,4229.673224,1,86400,23043.97652,0.070422535,5,-789.7553474,0.25,0.5,0.25,20,64,20,3340,0.281690141,32330,5095.831169,1,86400,11158.62395,867.6218445
oa_het_168,30,10,2,0.01,21600,2.78E-05,1,1,2,dp,2,10,1590,1901,2226,6235,194,753,194,11130,0.122012579,21183,6238.762887,1,86400,33742.49234,303,831,303,14770,0.190566038,21542,6048.54136,1,86400,29747.33013,0.068553459,109,-190.221527,0.267955801,0.418508287,0.150552486,724,1223,724,34200,0.455345912,21500,5664.406523,1,64290,13539.59068,73.09915113
oa_het_188,30,10,2,0.01,3600,2.78E-06,5,8,4,dp,2,10,802,25999,25659,145944,2,168,2,2390,0.002493766,1419,438.4615385,1,86400,16818.61645,3,205,3,3540,0.003740648,2163,460,1,86400,14850.2323,0.001246883,1,21.53846154,0.181818182,0.272727273,0.090909091,11,357,11,15140,0.013715711,870,185.197622,1,86400,4169.323174,1671.421008
oa_het_190,30,10,2,0.01,21600,2.78E-05,10,8,4,dp,2,10,15444,45575,43385,290691,408,9744,408,240490,0.026418026,19855,2027.727588,1,86400,21235.43813,587,8945,587,270930,0.038008288,18260,2289.228462,1,86400,25239.34911,0.011590262,179,261.5008739,0.066233766,0.095292208,0.029058442,6160,14506,6160,1530990,0.398860399,20780,2807.467172,1,86400,4450.491917,7855.457979
oa_het_193,30,10,2,0.01,43200,2.78E-08,10,4,3,dp,2,10,14,22744,23455,154027,1,10,1,580,0.071428571,3342,1004.651163,1,86400,34201.58094,4,9,4,2080,0.285714286,25555,4862.068966,1,86400,33662.05836,0.214285714,3,3857.417803,0.111111111,0.444444444,0.333333333,9,13,9,3560,0.642857143,27250,5467.599694,1,86400,6642.370927,2293.018321
oa_het_26,10,10,2,0.01,3600,2.78E-06,5,1,2,dp,2,10,734,4116,4339,9901,3,31,3,350,0.004087193,3429,1100,1,86400,54214.27591,5,26,5,330,0.006811989,3410,1104,1,86400,54775.32055,0.002724796,2,4,0.12,0.2,0.08,25,67,25,960,0.034059946,3410,1152,1,86400,34071.98371,160.355804
oa_het_4,10,10,2,0.01,43200,2.78E-06,1,1,3,dp,2,10,159,2669,2835,4333,11,107,11,2320,0.06918239,26643,7591.452184,1,86400,30138.48409,19,107,19,2960,0.119496855,25686,6808.225459,1,86400,29437.49037,0.050314465,8,-783.226725,0.44,0.76,0.32,25,117,25,3620,0.157232704,28900,6436.008791,1,86400,22575.90456,153.4711955
oa_het_51,10,10,2,0.01,21600,2.78E-05,5,8,3,dp,2,10,7751,12634,12193,29844,174,3316,174,68660,0.022448716,19443,3003.900926,1,86400,36438.26404,238,3226,238,71870,0.030705715,19333,3219.347826,1,86400,38101.7681,0.008256999,64,215.4469,0.256637168,0.351032448,0.09439528,678,4991,678,159700,0.087472584,19550,3078.011907,1,86400,20289.63244,647.2635243
oa_het_70,10,10,2,0.01,21600,2.78E-08,1,4,4,dp,2,10,3,5547,5749,9299,0,3,0,80,0,86400,86400,1,75385,15199.88315,1,3,1,110,0.333333333,10186,3600,1,86400,13891.92491,0.333333333,1,-82800,0,0.5,0.5,2,3,2,130,0.666666667,10570,3342.857143,1,42990,11265.67989,396.6142864
oa_het_75,60,10,2,0.01,3600,2.78E-07,1,8,2,dp,2,10,16,3394,3590,15380,0,1,0,10,0,86400,86400,1,86400,21619.34008,1,2,1,30,0.0625,2347,1200,1,86400,17774.94228,0.0625,1,-85200,0,0.5,0.5,2,3,2,60,0.125,1480,1050,1,86400,7214.655586,125.1050565
oa_het_97,60,10,2,0.01,3600,2.78E-07,10,1,3,dp,2,10,141,37957,40450,322304,0,21,0,270,0,86400,86400,1,86400,24242.82249,0,29,0,380,0,86400,86400,1,86400,22156.034,0,0,0,0,0,0,3,59,3,2720,0.021276596,610,292.3076923,1,14060,3096.825039,5015.946673
oa_het_103,30,10,2,0.1,21600,2.78E-07,5,8,3,dp,2,10,68,32678,28760,78292,6,47,6,1100,0.088235294,14214.2,3606.521739,1,86400,14002.80432,18,47,18,2530,0.264705882,15059.2,3384.024045,1,86400,14253.09959,0.176470588,12,-222.4976939,0.24,0.72,0.48,25,57,25,3150,0.367647059,15000,3476.686039,1,86400,7281.86675,1092.545355
oa_het_11,30,10,2,0.1,3600,2.78E-05,1,8,3,dp,2,10,1561,11045,10093,16983,20,402,20,10700,0.0128123,1020.9,230.9254396,1,86400,9063.207768,22,394,22,12020,0.01409353,2293.9,265.7826829,1,86400,9166.599887,0.00128123,2,34.8572433,1,1,0.105263158,19,438,19,15330,0.012171685,2690,234.3918324,1,86400,7206.946373,237.4776204
oa_het_121,30,10,2,0.1,43200,2.78E-07,1,8,2,dp,2,10,20,4118,3859,7252,10,15,10,460,0.5,23651.7,9840,1,86400,17610.58038,14,16,14,790,0.7,33791.1,9491.076067,1,86400,17903.71541,0.2,4,-348.9239332,0.666666667,0.933333333,0.266666667,15,17,15,840,0.75,39850,9658.057727,1,86400,13965.35497,74.0625174
oa_het_154,30,10,2,0.1,43200,2.78E-08,5,1,4,dp,2,10,8,54138,50476,125250,4,8,4,660,0.5,11975.1,3293.106893,1,85267.9,8177.646762,5,8,5,960,0.625,13386.8,3279.74026,1,86400,8101.401038,0.125,1,-13.36663337,0.8,1,0.2,5,8,5,1000,0.625,13670,3235.371687,1,21850,3831.999687,1858.094687
oa_het_155,60,10,2,0.1,21600,2.78E-07,5,1,2,dp,2,10,63,21705,20518,72474,14,45,14,810,0.222222222,19841.6,5978.571429,1,86400,19494.45366,27,51,27,1720,0.428571429,20580.6,5186.680302,1,86400,16828.00855,0.206349206,13,-791.8911269,0.25,0.482142857,0.232142857,56,59,56,3190,0.888888889,20620,5188.329618,1,22390,6594.231077,927.1607878
oa_het_167,60,10,2,0.1,3600,2.78E-06,5,8,3,dp,2,10,798,50255,43165,173595,8,261,8,5600,0.010025063,1849.3,559.8214286,1,86400,9485.297159,24,267,24,8610,0.030075188,2746.6,422.5660369,1,86400,9089.061664,0.020050125,16,-137.2553917,0.205128205,0.615384615,0.41025641,39,345,39,18010,0.04887218,1820,239.7347954,1,86400,3536.405242,2505.318463
oa_het_184,10,10,2,0.1,21600,2.78E-06,10,1,2,dp,2,10,1577,17481,16353,19898,184,514,184,9300,0.116677235,21305,5672.934783,1,86400,41278.19499,188,498,188,9160,0.119213697,21240,5615.334347,1,86400,43590.89479,0.002536462,4,-57.6004361,0.751020408,0.767346939,0.016326531,245,606,245,10450,0.155358275,21240,5988.594752,1,86400,33941.27214,647.7451792
oa_het_187,30,10,2,0.1,3600,2.78E-05,5,4,4,dp,2,10,7594,56461,49682,138015,30,2615,30,53870,0.003950487,1794.6,319.5790173,1,86400,7803.389776,53,2453,53,62780,0.006979194,2793.6,258.9530012,1,86400,8086.841588,0.003028707,23,-60.62601607,0.348837209,0.61627907,0.26744186,86,3253,86,134320,0.01132473,2210,180.8043558,1,86400,3943.398379,3047.607322
oa_het_42,10,10,2,0.1,43200,2.78E-05,10,4,2,dp,2,10,15576,16686,15834,23064,2435,7279,2435,153170,0.156330252,43101.1,11230.74674,1,86400,40555.32432,2501,6962,2501,152560,0.16056754,43103.8,11201.61953,1,86400,42597.12477,0.004237288,66,-29.12721,0.65686539,0.674669544,0.017804154,3707,8363,3707,209010,0.23799435,43170,11164.72203,1,86400,33741.26649,1068.727819
oa_het_55,30,10,2,0.1,43200,2.78E-07,10,4,4,dp,2,10,155,94983,84130,263336,36,136,36,7010,0.232258065,30070,5556.996577,1,86400,9553.694931,78,139,78,16450,0.503225806,29959.9,4187.856929,1,86400,9534.267749,0.270967741,42,-1369.139648,0.342857143,0.742857143,0.4,105,145,105,21940,0.677419355,31510,3973.005852,1,86400,3893.864846,5566.440152
oa_het_68,10,10,2,0.1,43200,2.78E-06,1,8,4,dp,2,10,144,8037,7917,9149,29,126,29,5600,0.201388889,32386.3,4778.684958,1,86400,11404.83181,32,126,32,6050,0.222222222,32380,4783.657405,1,86400,11576.04163,0.020833333,3,4.972447051,0.90625,1,0.09375,32,126,32,6210,0.222222222,32390,4758.258161,1,86400,11173.95383,413.5422466
oa_het_83,60,10,2,0.1,3600,2.78E-06,1,4,4,dp,2,10,171,25878,23401,58339,1,84,1,2250,0.005847953,1176.7,600,1,86400,3358.947097,3,77,3,3570,0.01754386,1201.5,339.0909091,1,86400,3244.046132,0.011695906,2,-260.9090909,0.2,0.6,0.4,5,89,5,5450,0.029239766,560,212.4032489,1,86400,1894.150072,730.0766523
oa_het_95,30,10,2,0.1,3600,2.78E-08,10,1,2,dp,2,10,7,26039,24819,62071,1,2,1,30,0.142857143,2241,1200,1,86400,29157.98025,2,2,2,40,0.285714286,2510.1,1200,1,86400,31022.97816,0.142857143,1,0,0.5,1,0.5,2,2,2,60,0.285714286,2270,960,1,64310,13593.36888,1181.080171
oa_het_96,60,10,2,0.1,21600,2.78E-08,5,8,2,dp,2,10,11,22024,19401,75253,2,6,2,140,0.181818182,11933.3,4050,1,86400,18918.34284,5,7,5,240,0.454545455,19516.8,5400,1,86400,18804.27807,0.272727273,3,1350,0.25,0.625,0.375,8,8,8,420,0.727272727,19550,5597.727273,1,86400,7380.549803,953.3150067
oa_het_134,60,10,2,1,21600,2.78E-08,1,8,2,dp,2,10,2,10860,9546,16037,1,2,1,40,0.5,19474.62,5400,1,86400,7905.213551,1,2,1,40,0.5,11724.26,7200,1,86400,8760.150181,0,0,1800,0.5,0.5,0,2,2,2,50,1,19480,6300,1,86400,7227.385824,148.869056
oa_het_138,60,10,2,1,43200,2.78E-06,10,8,3,dp,2,10,1546,142824,118140,344014,911,1386,911,124410,0.589262613,41164.58,4887.433713,1,86400,7177.780815,1072,1388,1072,188010,0.693402329,41039.14,4105.33724,1,86400,7334.785481,0.104139715,161,-782.0964732,0.760434057,0.894824708,0.134390651,1198,1427,1198,287830,0.774902975,40890,3317.443882,1,86400,3691.321364,9276.067191
oa_het_146,60,10,2,1,3600,2.78E-08,10,8,4,dp,2,10,16,253345,220880,613700,1,9,1,460,0.0625,345.89,138.4615385,1,86400,4460.811295,1,9,1,410,0.0625,419.54,225,1,86400,4090.775704,0,0,86.53846154,1,1,0,1,11,1,840,0.0625,90,84.88372093,1,86400,2355.656358,15202.46118
oa_het_15,10,10,2,1,3600,2.78E-06,10,8,3,dp,2,10,1546,68155,66746,53618,8,270,8,6670,0.005174644,799.11,240.5927908,1,86400,20797.22806,9,269,9,6870,0.005821475,944.68,217.0881304,1,86400,21094.78019,0.000646831,1,-23.5046604,1,1,0.5,2,267,2,5120,0.001293661,490,276.9230769,1,86400,21010.76935,2428.148062
oa_het_156,30,10,2,1,3600,2.78E-07,10,8,2,dp,2,10,161,46878,43500,73103,11,36,11,670,0.068322981,2880.12,845.8441558,1,86400,18440.97703,18,35,18,960,0.111801242,3345.7,837.6934177,1,86400,19664.9046,0.043478261,7,-8.150738151,0.458333333,0.75,0.291666667,24,40,24,1120,0.149068323,3470,886.2012987,1,86400,13982.02083,1972.210635
oa_het_173,10,10,2,1,3600,2.78E-05,1,1,2,dp,2,10,1586,1930,1908,1964,43,125,43,1790,0.027112232,3302.65,1128.837209,1,86400,33970.74471,43,123,43,1770,0.027112232,3308.57,1128.837209,1,86400,34149.14496,0,0,0,1,1,0,43,126,43,1810,0.027112232,3310,1121.860465,1,86400,33774.9814,58.9800837
oa_het_179,60,10,2,1,21600,2.78E-07,10,4,2,dp,2,10,160,63097,55462,156550,75,111,75,3160,0.46875,21301.74,5443.403796,1,86400,13459.58458,92,116,92,6280,0.575,20963.03,4813.17961,1,86400,13501.23298,0.10625,17,-630.2241865,0.568181818,0.696969697,0.128787879,132,136,132,8510,0.825,21380,4875.967505,1,86400,6670.991105,3767.387888
oa_het_195,60,10,2,1,21600,2.78E-06,5,1,4,dp,2,10,754,149323,131682,290036,263,710,263,73110,0.348806366,20397.03,1821.906317,1,86400,3158.587308,336,713,336,114110,0.445623342,19297.29,1652.746696,1,35328.11,2884.576366,0.096816976,73,-169.1596206,0.697612732,0.891246684,0.193633952,377,722,377,146920,0.5,19300,1465.530704,1,10570,1762.165797,5149.418571
oa_het_50,60,10,2,1,43200,2.78E-07,5,4,3,dp,2,10,58,84265,72001,169956,43,54,43,4960,0.74137931,33430.51,5004.152072,1,86400,5253.792772,43,54,43,7430,0.74137931,33114.38,3872.304268,1,86400,5564.376773,0,0,-1131.847804,0.914893617,0.914893617,0,47,56,47,8410,0.810344828,33190,3691.734512,1,86400,3241.535805,2871.074118
oa_het_58,30,10,2,1,43200,2.78E-06,1,4,2,dp,2,10,144,5857,5548,6796,82,118,82,3630,0.569444444,41879.34,11095.29617,1,64293.79,13861.84239,79,116,79,4200,0.548611111,41874.65,10702.91921,1,75716.37,14472.60938,-0.020833333,-3,-392.37696,0.987951807,0.951807229,-0.036144578,83,119,83,4410,0.576388889,41880,10756.09242,1,64280,13643.97799,78.14233494
oa_het_65,10,10,2,1,43200,2.78E-05,5,8,4,dp,2,10,7709,62129,62828,52632,1822,6859,1822,554090,0.236347127,38857.66,4663.95819,1,86400,11242.16014,1796,6848,1796,573220,0.232974445,38852.53,4621.366363,1,86400,11369.51407,-0.003372681,-26,-42.59182654,1,0.98735569,-0.014293568,1819,6824,1819,485170,0.235957971,38250,4760.271977,1,86400,11532.48681,2171.778915
oa_het_80,10,10,2,1,43200,2.78E-08,10,1,3,dp,2,10,16,52127,51929,44701,2,11,2,240,0.125,14954.44,7200,1,86400,22040.04859,2,11,2,250,0.125,14957.41,6685.714286,1,86400,22433.50156,0,0,-514.2857143,1,1,0,2,10,2,220,0.125,17730,7920,1,86400,22281.108,1808.726457
oa_het_93,30,10,2,1,21600,2.78E-05,10,4,3,dp,2,10,15577,95035,88044,153497,3301,13117,3301,496910,0.211915003,20063.64,3305.443312,1,86400,9743.621006,3558,12795,3558,535200,0.228413687,19936.95,3221.931093,1,86400,10565.54309,0.016498684,257,-83.51221951,0.637012736,0.686607487,0.049594751,5182,14075,5182,801870,0.332669962,19720,3113.119838,1,86400,6654.201723,7497.127721
oa_het_1,30,10,2,5,21600,2.78E-06,10,1,3,dp,2,10,1560,103094,102502,139653,384,1303,384,53180,0.246153846,14989.9,3155.14396,1,86400,10262.24305,471,1322,471,70050,0.301923077,14999.352,2985.180954,1,86400,9790.554909,0.055769231,87,-169.963006,0.67486819,0.827768014,0.152899824,569,1411,569,72040,0.36474359,15000,3233.507782,1,43110,6612.086926,4043.689777
oa_het_118,10,10,2,5,21600,2.78E-08,10,1,2,dp,2,10,21,22832,22686,19783,3,11,3,170,0.142857143,19420.204,6000,1,86400,33899.51108,3,11,3,170,0.142857143,19421.786,6000,1,86400,34422.9836,0,0,0,1,1,0,2,11,2,140,0.095238095,19420,6300,1,86400,34143.20764,763.9028687
oa_het_126,10,10,2,5,43200,2.78E-08,5,8,2,dp,2,10,7,14917,14530,12577,2,4,2,60,0.285714286,32288.59,14400,1,86400,33861.64376,2,4,2,60,0.285714286,32290,14400,1,86400,34231.36514,0,0,0,1,1,0,2,4,2,60,0.285714286,32290,14400,1,86400,34145.17652,312.5538795
oa_het_129,60,10,2,5,3600,2.78E-05,1,1,4,dp,2,10,1579,44255,39749,59433,45,844,45,43940,0.02849905,1639.9,252.0174323,1,10544.044,1845.761202,70,844,70,49360,0.044331856,1842.366,227.2158663,1,11242.252,2027.599991,0.015832806,25,-24.80156598,0.584415584,0.909090909,0.324675325,77,868,77,61280,0.048765041,580,177.2352702,1,10530,1760.024175,920.4254277
oa_het_142,30,10,2,5,43200,2.78E-07,1,8,3,dp,2,10,18,16765,16138,16502,15,18,15,1800,0.833333333,27439.226,5743.682843,1,86400,7267.253763,15,18,15,1850,0.833333333,27439.372,5786.498174,1,86400,7496.323341,0,0,42.81533101,1,1,0,15,18,15,1880,0.833333333,27440,5666.498174,1,86400,7475.735491,232.3503172
oa_het_143,10,10,2,5,3600,2.78E-06,10,8,2,dp,2,10,1538,31007,31392,26399,53,147,53,2760,0.034460338,3368.188,979.7931591,1,86400,34400.42374,54,149,54,2910,0.035110533,3367.914,959.512987,1,86400,34709.04109,0.000650195,1,-20.2801721,1,1,0.020833333,48,148,48,2510,0.031209363,3370,1003.668831,1,86400,34729.08651,1079.811157
oa_het_149,60,10,2,5,21600,2.78E-05,10,8,4,dp,2,10,15701,296808,263417,621607,6030,14771,6030,1595380,0.384051971,21077.364,1989.176735,1,86400,3385.014728,6679,14780,6679,1799390,0.425386918,21138.982,1898.379499,1,86400,3323.041624,0.041334947,649,-90.79723569,0.747860598,0.82835173,0.080491132,8063,14988,8063,3340300,0.51353417,21090,1480.883477,1,86400,2279.521358,28875.61355
oa_het_175,10,10,2,5,43200,2.78E-07,10,1,4,dp,2,10,146,92821,92289,79446,43,131,43,9650,0.294520548,32409.652,3779.977558,1,86400,11177.08865,46,130,46,10050,0.315068493,32410.284,3932.223463,1,86400,11248.36252,0.020547945,3,152.2459053,1,1,0.069767442,43,134,43,7850,0.294520548,32410,4413.338223,1,64650,11017.30048,3297.793311
oa_het_18,30,10,2,5,21600,2.78E-06,1,8,4,dp,2,10,154,27199,26268,30183,68,147,68,19410,0.441558442,10576.716,2837.002749,1,86400,4023.531906,59,147,59,19260,0.383116883,10570.172,2707.046127,1,86400,4169.813734,-0.058441559,-9,-129.956622,0.985507246,0.855072464,-0.130434783,69,147,69,20070,0.448051948,10570,2793.653786,1,86400,3984.237204,507.8254495
oa_het_180,30,10,2,5,43200,2.78E-05,5,1,3,dp,2,10,7798,55307,53704,69500,4499,6970,4499,496100,0.576942806,35429.808,5948.16966,1,86400,8455.496584,4494,6965,4494,513730,0.576301616,35429.808,5955.982876,1,86400,8467.274085,-0.00064119,-5,7.813215639,0.851921984,0.850975194,-0.00094679,5281,7128,5281,620400,0.677224929,35430,6001.586523,1,43110,6621.7381,2169.859644
oa_het_181,60,10,2,5,43200,2.78E-05,5,1,2,dp,2,10,7807,38415,34576,71170,5724,6693,5724,344880,0.733188164,43149.72,8290.318344,1,86400,10175.85474,5629,6625,5629,351300,0.721019598,43134.566,8310.865629,1,86400,11234.67242,-0.012168567,-95,20.54728473,0.826331745,0.812617295,-0.013714451,6927,7007,6927,644400,0.887280646,43150,7284.773045,1,22390,6596.852969,1772.839225
oa_het_19,60,10,2,5,43200,2.78E-05,1,4,2,dp,2,10,1565,12295,11057,15718,1373,1392,1373,112600,0.877316294,43078.182,7457.22702,1,22403.208,6804.44232,1318,1393,1318,108400,0.842172524,43076.864,7700.409984,1,65708.79,7500.109589,-0.03514377,-55,243.182964,0.992052023,0.952312139,-0.039739884,1384,1399,1384,143530,0.884345048,43080,7262.930422,1,22390,6598.728195,180.3678815
oa_het_24,60,10,2,5,3600,2.78E-06,10,4,4,dp,2,10,1543,277945,252928,625004,6,779,6,26650,0.003888529,1688.986,293.4110008,1,86400,3413.08744,60,793,60,42730,0.038885288,2310.454,219.8289081,1,86400,3126.994188,0.034996759,54,-73.5820927,0.076923077,0.769230769,0.692307692,78,886,78,62740,0.050550875,2370,153.6435893,1,86400,1826.446876,17244.03972
oa_het_3,10,10,2,5,3600,2.78E-07,5,8,4,dp,2,10,71,58322,57998,53094,1,17,1,690,0.014084507,290.816,116.1290323,1,86400,11550.02459,1,17,1,690,0.014084507,291.298,116.1290323,1,86400,11655.42945,0,0,0,1,1,0,1,16,1,570,0.014084507,290,180,1,86400,11669.96809,1448.068268
oa_het_38,60,10,2,5,21600,2.78E-08,5,4,3,dp,2,10,10,95333,85039,169357,3,10,3,600,0.3,11145.404,1914.545455,1,86400,4443.579375,4,10,4,1200,0.4,11209.586,1092.623377,1,86400,4624.162528,0.1,1,-821.922078,0.6,0.8,0.2,5,10,5,1390,0.5,11130,1002.679803,1,86400,3165.549548,3052.202277
oa_het_84,60,10,2,5,21600,2.78E-07,1,1,3,dp,2,10,17,23992,21426,32968,6,17,6,970,0.352941176,13745.326,2375.624376,1,14063.112,3260.081978,6,17,6,1420,0.352941176,13711.5,1634.769231,1,42263.948,3631.195834,0,0,-740.8551449,0.857142857,0.857142857,0,7,17,7,1620,0.411764706,13760,1782.679709,1,14060,3097.495664,370.1265299
